股票代码,股票名称,当前价,涨跌额,涨跌幅,年初至今,成交量,成交额,换手率,市盈率(TTM),股息率,市值
SH600997,开滦股份,8.37,0.15,1.82,24.63,47434449,398522351,2.99,6.69,5.496,13289884753
SZ000815,美利云,8.37,0.1,1.21,24.55,11453450,94964706,1.65,,0,5819351603
SZ000797,中国武夷,3.24,-0.04,-1.22,24.52,73201045,236057646.6,4.66,136.908,0.309,5089243663
SH688345,博力威,73.98,1.55,2.14,24.51,909331,68498080,3.77,62.194,0.27,7398000000
SZ002550,千红制药,5.88,0.11,1.91,24.49,28797687,168761375.69,3.13,25.615,2.041,7525224000
SH600658,电子城,5.11,-0.04,-0.78,24.48,8028027,40860774,0.72,14.231,0.294,5715969580
SH600758,辽宁能源,4.73,-0.04,-0.84,24.47,25129000,118666341,1.9,19.095,0,6253142274
SZ002051,中工国际,8.79,0.11,1.27,24.31,25229015,220687023.2,2.27,29.689,1.138,10876824556
SZ300332,天壕环境,13.84,0.22,1.62,24.23,7620000,105121253,0.9,33.145,0.347,12205439865
SH600478,科力远,8.85,-0.01,-0.11,24.12,23457434,207225706,1.41,206.601,0,14697357716
SZ002468,申通快递,11.28,0.07,0.62,24.09,13240853,148778983.1,0.89,,0,17267448432
SZ300633,开立医疗,39.49,1.29,3.38,24.08,5161006,204674501.03,1.21,53.976,0.317,16896260310
SH600425,青松建化,4.52,-0.1,-2.16,23.9,43790483,198321985,3.18,15.082,3.54,6232131189
SZ002554,惠博普,4.7,0.08,1.73,23.61,159598938,740551086.5,18.69,75.718,0.149,6330231528
SH603112,华翔股份,16.04,0.04,0.25,23.48,2305745,36745546,1.46,20.071,1.409,7011993853
SZ300094,国联水产,5.58,0.06,1.09,23.18,50559542,281817426.52,5.72,577.828,0,5090591118
SH688278,特宝生物,35.9,0.66,1.87,23.1,3113497,110685901,1.4,60.161,0.279,14604120000
SZ002155,湖南黄金,12.67,0.22,1.77,23.09,14088443,176999700.93,1.17,33.95,0.474,15229840136
SH688533,上声电子,68.51,2.2,3.32,22.88,1736253,118496158,4.57,165.047,0.175,10961600000
SZ002267,陕天然气,8.68,-0.07,-0.8,22.84,18047594,156053509.4,1.62,13.848,6.912,9652814863
SH600736,苏州高新,5.56,-0.01,-0.18,22.84,18334241,101588681,1.59,15.652,1.259,6401188563
SZ002334,英威腾,9.61,-0.04,-0.41,22.58,101821316,980940536.14,14.98,43.633,0,7453395010
SZ002324,普利特,17.21,0.75,4.56,22.48,17149551,293126922.84,2.56,,0.291,17452012476
SH600888,新疆众和,9.85,0.58,6.26,21.94,77095918,751204259,5.81,10.063,1.929,13271937822
SH601952,苏垦农发,14.29,-0.1,-0.69,21.94,16188176,229418006,1.17,26.03,1.679,19691620000
SZ000755,山西路桥,5.63,0.02,0.36,21.86,23037000,129592300,3.78,15.384,0,8260956403
SZ002567,唐人神,9.1,-0.19,-2.05,21.82,43263318,392009133.68,3.64,,0,10974759632
SZ300057,万顺新材,11.46,0.32,2.87,21.79,32689575,371331899.61,6.43,134.033,0,7842623118
SZ002807,江阴银行,4.48,-0.04,-0.88,21.59,13269815,59509187.37,0.61,7.063,4.018,9730786150
SZ000552,靖远煤电,4.14,0.01,0.24,21.54,61564393,254389194.4,2.46,9.588,1.136,10381252396
SZ301031,中熔电气,183.86,9.06,5.18,21.49,746392,136545263.25,1.82,112.747,0.326,12185767728
SZ300893,松原股份,30.82,2.29,8.03,21.49,4446832,139120177.74,7.91,67.967,0.433,6934500000
SH603949,雪龙集团,27.5,-1,-3.51,21.38,2197623,60678921,4.19,75.734,1.091,5769667750
SH600936,广西广电,3.69,-0.03,-0.81,21.38,11567653,42740790,0.69,,0,6166086822
SZ000631,顺发恒业,4.33,-0.06,-1.37,21.29,15844228,68527355.09,0.65,75.743,0,10532807997
SZ002707,众信旅游,6.84,-0.03,-0.44,21.28,25554000,175189441,3.53,,0,6199779885
SH600106,重庆路桥,5.38,-0.11,-2,21.26,17856638,96402004,1.34,29.035,1.078,7150154834
SZ300693,盛弘股份,44.25,-0.45,-1.01,21.18,17536064,780644167.6,10.93,69.036,0.271,9083440565
SZ300653,正海生物,53.11,0.11,0.21,21.09,2288229,121865333.86,1.27,49.908,1.105,9559800000
SZ000541,佛山照明,6.7,0.07,1.06,20.93,11452753,76608292.92,1.08,31.644,1.493,9125364135
SH600622,光大嘉宝,3.46,0.02,0.58,20.92,57467118,198141622,3.83,15.967,2.139,5188911491
SH605090,九丰能源,30.05,0.5,1.69,20.72,81967036,2464390433,32.42,21.565,0.594,18635742251
SH603132,金徽股份,12.7,0.09,0.71,20.72,2290163,29057124,2.34,26.617,2.772,12420600000
SZ002657,中科金财,15.22,0.52,3.54,20.7,15303980,229402831.26,5.15,,0,5137917161
SH603355,莱克电气,34.09,-0.55,-1.59,20.69,1649146,56106206,0.29,29.984,2.933,19579109467
SH600651,飞乐音响,3.74,-0.02,-0.53,20.65,11933367,44532819,0.96,,0,9376284776
SZ000505,京粮控股,8.84,0.02,0.23,20.6,8644116,76002249.64,1.39,33.994,0,6426240219
SZ000968,蓝焰控股,11.21,0.02,0.18,20.52,37339571,416221998.7,3.86,21.61,0.446,10845704819
SH600757,长江传媒,6.01,-0.14,-2.28,20.51,16252499,97811305,1.34,8.932,6.156,7294038141
SZ300278,华昌达,4.79,0.04,0.84,20.35,7304208,34831722.08,0.57,32.812,0,6809016173
SH600790,轻纺城,3.8,0.01,0.26,20.34,11510595,43503274,0.79,9.583,3.947,5570005526
SZ002014,永新股份,8.12,-0.09,-1.1,20.31,2447058,19906654.46,0.4,14.84,5.137,5002721452
SZ300101,振芯科技,26.6,-0.12,-0.45,20.19,13098683,351210212.55,2.35,63.446,0.169,14897755600
SZ300360,炬华科技,14.58,0.62,4.44,20.07,17871271,259637380.19,4.1,19.365,1.029,7353964297
SZ000042,中洲控股,9.64,-0.29,-2.92,20.05,42438990,416166426.49,6.39,34.316,0.332,6408972180
SZ301121,紫建电子,73.25,0.38,0.52,19.94,1934809,143499222.78,11.53,63.567,0,5186333228
SH603206,嘉环科技,17.2,-0.05,-0.29,19.72,1999457,34463401,2.62,23.371,1.221,5249439794
SH600226,ST瀚叶,2.8,-0.05,-1.75,19.66,12604100,35461207,0.4,14.651,0,8722462745
SZ002881,美格智能,39.33,-0.37,-0.93,19.62,2327407,92248576.7,1.45,60.052,0.267,9416760308
SZ000584,哈工智能,7.24,-0.07,-0.96,19.47,16700700,121375290,2.24,,0,5509188057
SH603823,百合花,17.35,-0.11,-0.63,19.31,7120832,123948703,2.25,18.173,1.729,5516349220
SZ002491,通鼎互联,5.87,-0.02,-0.34,19.31,29861299,175979277.2,2.52,,0,7282799818
SZ002166,莱茵生物,11.58,-0.15,-1.28,19.26,21059163,246909060.3,4.51,44.036,0,8461330274
SZ002366,*ST海核,5.77,0.15,2.67,19.21,10793700,61782398,1.79,,0,5002920910
SZ000040,东旭蓝天,4.65,0.22,4.97,18.93,169740980,773200451.34,16.01,,0,6913963496
SH600035,楚天高速,3.59,0.01,0.28,18.89,14884062,53511798,0.92,7.879,3.9,5780316085
SZ200553,安道麦B,4.49,0,0,18.74,114000,510714,0.07,17.788,0.216,10460854829
SZ000720,新能泰山,5.8,0.03,0.52,18.61,4811700,27793865,0.37,,0,7479975580
SZ300066,三川智慧,5.91,0.1,1.72,18.52,13133884,77472531.86,1.31,33.406,0.508,6146596578
SZ300801,泰和科技,25.61,0.03,0.12,18.19,2165640,55431242.4,2.43,12.4,1.553,5562492000
SZ002250,联化科技,21.17,-0.18,-0.84,18.15,8217630,174706776,0.89,59.081,0.236,19545123240
SZ000019,深粮控股,7.97,-0.16,-1.97,18.03,11699924,93825609.74,2.81,21.746,3.137,9185705974
SZ301101,明月镜片,63.25,-0.64,-1,17.83,1214786,77847991.27,3.88,84.802,0.838,8497093550
SZ002996,顺博合金,17.09,0.49,2.95,17.77,9069300,156247566,7.21,18.815,0.585,7502510000
SH688630,芯碁微装,83.28,2.96,3.69,17.7,2913108,242873441,4.5,83.942,0.24,10060224000
SH601811,新华文轩,10.29,-0.35,-3.29,17.52,8105922,83547490,1.02,8.936,3.11,12696223890
SH600180,瑞茂通,8.2,0.25,3.14,17.51,46436504,375404296,4.41,9.138,2.152,8625600205
SZ300721,怡达股份,58.68,-1.98,-3.26,17.49,5947899,350423031.94,8.39,34.198,0.17,5032512224
SZ002061,浙江交科,6.4,0.04,0.63,17.37,38234151,242920419.34,2.06,9.19,2.316,11881773261
SZ002034,旺能环境,19.96,-0.04,-0.2,17.3,3073692,61035585.19,0.72,13.176,1.503,8572705010
SZ000029,深深房A,9.11,0.01,0.11,17.22,5757890,52124810.52,0.65,39.467,0.966,9216222600
SZ002016,世荣兆业,6.33,0.03,0.48,17.11,4352348,27299811.05,0.63,9.246,4.739,5121575351
SZ300575,中旗股份,17.31,-0.45,-2.53,16.94,2193775,38191033.75,0.98,17.86,1.155,5367121290
SZ002124,天邦食品,7.53,-0.08,-1.05,16.93,55387188,414204541.76,3.6,,0,13849120474
SH603138,海量数据,18.5,0.24,1.31,16.65,21063541,392209240,7.53,,0.141,5238533815
SZ000833,粤桂股份,7.66,-0.23,-2.92,16.61,15367100,118478017,4.06,11.377,1.775,5119958179
SZ300593,新雷能,45.2,-0.1,-0.22,16.58,2317432,105326392.01,0.77,49.607,0.166,16831550507
SH600724,宁波富达,4.05,-0.02,-0.49,16.39,6225178,25125774,0.43,18.117,6.173,5853226338
SZ002059,云南旅游,6.99,0.03,0.43,16.31,12258000,85370958,1.68,,0,7076919343
SH600575,淮河能源,2.79,0,0,16.25,29814411,83337758,0.77,20.2,0,10842668371
SH688053,思科瑞,64.55,3.6,5.91,16.24,908255,57686203,4.15,63.311,0,6455000000
SH605020,永和股份,35.29,-0.06,-0.17,16.2,4271000,151548176,3.47,31.365,0.708,9519512578
SZ000601,韶能股份,5.9,0.02,0.34,16.19,18185300,106143406.12,1.68,206.201,0.847,6375254847
SZ300351,永贵电器,17.24,0.55,3.3,16.17,10560170,180944504.96,4.09,45.209,0,6613985615
SH601918,新集能源,5.2,0.01,0.19,16.14,50372085,261939677,1.94,5.741,1.346,13470817360
SH600367,红星发展,21.47,0.14,0.66,16.07,10730900,229558390,3.66,16.176,0.466,6295789802
SZ000410,*ST沈机,5.85,0.06,1.04,16.07,9347800,54085853.9,0.56,,0,9851610272
SH600720,祁连山,11.64,-0.12,-1.02,16.07,9040708,105332910,1.16,10.646,3.866,9036018882
SH601008,连云港,4.43,-0.08,-1.77,15.99,18931053,84424270,1.89,45.325,0.677,5496026367
SZ000059,华锦股份,8.14,0.29,3.69,15.7,109663805,911953565.96,6.86,18.716,2.678,13019462251
SZ002737,葵花药业,18.22,-0.08,-0.44,15.62,5571021,101142286.75,0.95,13.323,3.842,10640480000
SH600545,卓郎智能,3.48,-0.03,-0.85,15.61,8835272,30688613,0.47,,0,6596037223
SZ000719,中原传媒,8.28,-0.22,-2.59,15.38,7816242,64829542.22,1.17,8.541,3.986,8472127042
SH688306,均普智能,5.85,0.04,0.69,15.16,8365299,49038063,3.1,146.524,0,7185454380
SH600064,南京高科,7.24,0.06,0.84,15.15,13821256,99480334,0.8,5.39,5.919,12527659023
SH600738,丽尚国潮,7,-0.1,-1.41,15.13,5999028,41947838,0.78,22.528,1,5414251332
SZ000885,城发环境,12,-0.01,-0.08,15.09,10905256,131512363.27,1.7,7.154,1.25,7704939060
SZ300827,上能电气,58.01,-0.17,-0.29,15.08,11712125,688309911.65,10.87,237.887,0.096,13783226121
SH600750,江中药业,15.89,-0.28,-1.73,15.06,8849789,142072542,1.42,16.917,5.479,10004947820
SH600328,中盐化工,18.45,-0.15,-0.81,14.94,11200012,207153549,2,8.521,2.512,17917472890
SH688668,鼎通科技,80.02,0.67,0.84,14.88,724947,58415837,2.28,48.797,0.75,6812902800
SZ002539,云图控股,14.88,0.26,1.78,14.87,27036713,398164597.23,3.99,8.275,2.688,15030288000
SZ001201,东瑞股份,36.7,-1.49,-3.9,14.74,3633139,133903309.04,4.38,,0.454,7809965520
SZ300041,回天新材,21.11,0.6,2.93,14.74,17546292,374043291.63,5.1,34.902,0.474,9096054018
SH600129,太极集团,25.75,-0.4,-1.53,14.65,3463992,89020510,0.62,,0,14339936658
SH601098,中南传媒,10.21,-0.04,-0.39,14.64,7702593,78262209,0.43,11.57,6.366,18337160000
SH605198,德利股份,22.63,-0.28,-1.22,14.56,996557,22724912,1.19,33.855,0.221,8094751000
SH600982,宁波能源,5.21,0.03,0.58,14.52,17163313,88892732,2.27,12.264,3.263,5823572379
SH600610,中毅达,16.53,0.07,0.43,14.47,4143300,68355841,0.92,245.91,0,17708169221
SH600796,钱江生化,6.36,-0.1,-1.55,14.4,9860768,62407433,3.27,31.78,1.572,5511485472
SH601019,山东出版,6.63,-0.13,-1.92,14.16,8669800,57564462,0.42,8.714,5.279,13836147000
SZ002519,银河电子,5.01,0.02,0.4,14.12,33295263,167478304.87,3.36,74.71,0,5643418799
SH605133,嵘泰股份,32.55,0.25,0.77,14.08,3896460,128892743,9.74,60.482,0.461,5279251950
SZ300415,伊之密,23.32,0.37,1.61,14.07,11536000,269667153.16,2.75,22.237,2.144,10940477351
SZ000530,冰山冷热,6.45,0.03,0.47,14.01,74782613,479244026.85,12.5,,0.155,5438720670
SH688383,新益昌,136.92,6.98,5.37,13.98,1055937,146723375,3.69,54.901,0.365,13984132512
SH601388,怡球资源,4.96,0.22,4.64,13.95,160231859,795144995,7.95,15.687,1.613,10919152052
SZ002501,利源精制,2.29,0.07,3.15,13.93,29562200,67814625.88,0.85,,0,8129500000
SH600510,黑牡丹,8.28,0.16,1.97,13.91,37651398,305842944,3.7,36.119,2.778,8669946807
SH688003,天准科技,42.65,3.53,9.02,13.8,3930787,163291042,2.02,61.492,1.865,8303997650
SZ002993,奥海科技,44.48,1.38,3.2,13.68,3816338,169369929.36,6.32,24.491,0.45,10454579200
SZ002383,合众思壮,8.23,-0.91,-9.96,13.67,108413099,912530671.61,18.99,125.745,0,6093165310
SZ003043,华亚智能,90.63,6.03,7.13,13.52,4151500,378919293.65,14.52,52.664,0.331,7250400000
SH603995,甬金股份,44.5,1.12,2.58,13.37,1947720,87188251,1.19,24.716,1.24,15042138933
SZ002276,万马股份,10.16,0.26,2.63,13.37,26691480,270338360.36,2.58,26.443,0.364,10520569236
SZ301286,侨源股份,19.16,-0.2,-1.03,13.31,1717209,32842875.01,5.08,61.875,0,7665916000
SZ002549,凯美特气,19.26,-0.08,-0.41,13.27,16518388,322073938.28,2.66,73.632,0.26,12012462000
SH688239,航宇科技,76.9,1.91,2.55,13.21,1444311,109810421,1.48,63.081,0.26,10766000000
SZ002317,众生药业,13.5,-0.06,-0.44,13.06,6319996,84669406.24,0.89,57.244,1.482,10994819526
SH603970,中农立华,29.13,-0.37,-1.25,13.03,1237180,36630469,1.3,28.328,1.202,5592962796
SH600770,综艺股份,9.03,0.13,1.46,13.02,42817209,390927388,3.29,,0,11739000000
SZ301171,易点天下,20.54,0.2,0.98,12.98,10983719,224294949.21,15.49,31.129,0,9692536489
SZ002818,富森美,13.23,-0.47,-3.43,12.95,7043459,94436899.25,2.36,10.75,9.07,9902111776
SZ002350,北京科锐,9.73,0.45,4.85,12.89,67668471,651040063.08,12.79,69.046,0.103,5277250477
SZ000700,模塑科技,5.75,0.12,2.13,12.75,19582424,111570326.07,2.14,,0,5273342250
SH688125,安达智能,66.67,2.94,4.61,12.72,833908,55080239,5.01,32.122,1.5,5387474694
SH603848,好太太,15.37,0.15,0.99,12.54,2488372,38267221,0.62,22.314,1.627,6163370000
SZ000767,晋控电力,4.23,0.05,1.2,12.5,122137961,513421736.97,4.19,,0,13015465586
SZ002895,川恒股份,27.58,-0.02,-0.07,12.49,5679600,156677760.6,1.15,21.797,0.717,13812528089
SZ000034,神州数码,17.56,-0.17,-0.96,12.49,10803630,189629390.58,1.99,15.357,1.089,11633889411
SH600207,安彩高科,7.61,0.02,0.26,12.24,11975500,91287559,1.39,71.567,0,6567094962
SZ300712,永福股份,61.4,7.39,13.68,12.15,8798818,516605989.64,4.76,162.594,0.16,11374482624
SH605008,长鸿高科,16.56,0.26,1.6,12.12,2563680,42521567,1.26,45.342,0,10637819656
SH600017,日照港,3.1,-0.03,-0.96,11.78,23334221,72360910,0.76,11.464,1.29,9534527053
SZ000680,山推股份,4.77,0.01,0.21,11.75,15702253,74558619.23,1.49,15.646,0.314,7160977821
SZ201872,招港B,8.73,-0.05,-0.57,11.67,268900,2345761,0.02,4.985,5.982,16782247533
SZ300520,科大国创,21.21,0.16,0.76,11.64,9279058,196370132.78,4.24,46.785,0.468,5214042847
SZ002588,史丹利,6.57,-0.11,-1.65,11.55,21040465,139007311.05,2.64,14.645,1.065,7600727880
SH600740,山西焦化,6.77,0,0,11.54,57080914,386417790,2.23,8.785,2.216,17345560213
SZ002085,万丰奥威,6.12,0.02,0.33,11.48,24803760,152120155.8,1.13,29.677,0,13383703629
SH605050,福然德,15.43,0.58,3.91,11.42,6920100,106847591,4.57,23.558,2.333,6712050000
SZ000970,中科三环,16.2,0.16,1,11.38,39512143,638732103.74,3.25,28.601,0.494,19694757523
SZ002335,科华数据,40.32,0.53,1.33,11.3,14594179,590330403.18,3.67,44.399,0.223,18610397205
SZ300121,阳谷华泰,12.75,-0.12,-0.93,11.21,7496950,96267038.25,2.08,12.967,0.737,5089122593
SH600629,华建集团,6.01,0.03,0.5,11.18,6235067,37214595,0.83,20.677,1.692,5835584487
SH600820,隧道股份,5.74,0.02,0.35,11.15,17460325,99537436,0.56,8.4,4.007,18047111580
SZ300673,佩蒂股份,22.71,0.48,2.16,11.1,7497141,168177924.7,4.59,67.312,0.132,5755088488
SH600288,大恒科技,14.81,0.45,3.13,11.09,3411911,50269774,0.78,47.174,0.427,6469008000
SZ002158,汉钟精机,28.96,1.68,6.16,10.98,14956021,432181262.42,2.8,28.952,1.243,15485611065
SH603323,苏农银行,5.24,-0.03,-0.57,10.91,17696767,92625998,1.17,7.237,3.053,9448092024
SH600279,重庆港,4.49,-0.09,-1.97,10.85,5907280,26621432,0.68,78.144,0.445,5329029611
SH688776,国光电气,215.8,11.82,5.79,10.85,793179,168297123,3.57,85.245,0.299,16706529902
SZ000048,京基智农,18.2,-0.25,-1.36,10.83,2121981,38823492.8,0.41,,7.143,9522954350
SZ002238,天威视讯,6.86,-0.5,-6.79,10.81,32707243,227677774.72,4.08,46.168,1.458,5505555838
SH603867,新化股份,31,-0.02,-0.06,10.76,2735550,85273362,1.49,19.576,1.241,5712948150
SZ301302,华如科技,57.61,-0.5,-0.86,10.72,1035595,59901427.26,4.14,45.195,0,6076126700
SZ002545,东方铁塔,9.88,-0.01,-0.1,10.67,9861303,97187854.96,0.89,17.915,2.53,12291333380
SH688071,华依科技,72.78,0.11,0.15,10.62,1040448,76299502,2.88,141.469,0,5301642652
SZ002847,盐津铺子,93.29,1.53,1.67,10.52,393331,36477885.6,0.34,51.982,1.078,12005395877
SH601089,福元医药,16.15,-0.13,-0.8,10.47,2971050,47978251,2.48,21.447,0,7752000000
SH600007,中国国贸,15.22,0.08,0.53,10.36,3263100,49240798,0.32,14.147,3.942,15330840167
SZ000055,方大集团,5.42,-0.14,-2.52,10.35,36172857,196974185.3,5.35,26.058,0.923,5820398310
SH600422,昆药集团,11.91,-0.18,-1.49,10.32,6421907,76521762,0.85,23.026,2.267,9030826209
SZ200581,苏威孚B,14.79,-0.02,-0.14,10.28,69800,1031664,0.04,6.128,12.576,14917242703
SZ002079,苏州固锝,14.81,0.47,3.28,10.16,69309387,1024964075.52,8.78,49.102,0.299,11964800783
SH605183,确成股份,21.06,0.83,4.1,10.12,5571500,117275342,4.11,24.504,2.374,8791663374
SH603309,维力医疗,17.25,-0.51,-2.87,10.09,3901590,67987608,1.35,35.678,0.783,5061533261
SZ000905,厦门港务,8.22,-0.18,-2.14,10.04,11564279,95251832.26,2.18,23.412,0.564,6097674887
SH688206,概伦电子,40.34,1.49,3.84,10.01,5090218,207054444,13.3,519.685,0.05,17499671311
SZ300873,海晨股份,33.44,0.36,1.09,10,2895363,96706959.41,2.69,18.884,0.841,7133866689
SH600901,江苏租赁,5.22,-0.04,-0.76,9.96,13678359,71218009,0.46,7.112,6.704,15592121391
SH600033,福建高速,2.94,-0.01,-0.34,9.89,11609850,34152165,0.42,9.587,5.102,8068536000
SZ000037,深南电A,8.61,0.02,0.23,9.82,30571700,260254410,9.02,,0,5189785952
SH600710,苏美达,6.86,0,0,9.65,15118282,102988775,1.16,10.585,3.863,8964301117
SZ002658,雪迪龙,8.75,0.23,2.7,9.64,34796154,304251765.38,10.09,20.597,3.429,5513398634
SZ000035,中国天楹,6.46,0.29,4.7,9.6,89899136,571992374.01,3.66,31.727,1.548,16303601339
SZ301021,英诺激光,45.59,1.85,4.23,9.58,14495985,648703894.55,20.68,113.199,0.263,6913499288
SZ300681,英搏尔,58.9,2.88,5.14,9.57,4169084,246781467.62,4.49,169.501,0.047,9751723664
SH600650,锦江在线,10.43,-0.16,-1.51,9.52,2171719,22734366,0.56,9.87,0.69,5753293416
SH600179,安通控股,4.17,-0.04,-0.95,9.45,14641035,60925802,0.39,6.971,0,18199072833
SH688800,瑞可达,151.99,1.1,0.73,9.44,1626578,246331371,2.59,80.867,0.211,16414920000
SH603223,恒通股份,26.87,-0.21,-0.78,9.41,1502980,40583052,0.38,260.431,0.226,13707289939
SZ002623,亚玛顿,37.23,0.68,1.86,9.3,5683594,211639263.82,2.86,100.55,0.161,7411096875
SZ300284,苏交科,6.84,-0.06,-0.87,9.27,17725313,121053743.56,2.04,17.516,1.725,8637741974
SH603639,海利尔,26.25,-0.24,-0.91,9.11,3482389,91118269,1.04,16.244,3.81,8942531483
SZ002100,天康生物,11.67,0.08,0.69,9.07,22990307,266408636.55,1.7,,0,15804404444
SZ002126,银轮股份,13.61,0.56,4.29,9.04,30237297,409598079.18,4.06,61.08,0.588,10780925666
SZ000852,石化机械,7.51,0.01,0.13,9,15725976,118481869.87,2.02,113.646,0,7066937704
SH600058,五矿发展,10.1,0.65,6.88,8.95,28723431,285737956,2.68,19.406,0,10826298181
SH600557,康缘药业,13.33,-0.19,-1.41,8.91,4389748,58457012,0.76,20.647,0,7683797930
SZ002589,瑞康医药,4.27,-0.03,-0.7,8.86,25587766,109188414.59,2.21,86.113,0.211,6425113711
SZ002882,金龙羽,11.92,1.08,9.96,8.85,7929353,93179567.26,1.84,78.467,1.678,5160168000
SZ300416,苏试试验,28.28,-0.23,-0.81,8.84,2507665,71352882.19,0.68,48.72,0.408,10462461080
SH600449,宁夏建材,12.54,-0.12,-0.95,8.76,3067300,38576434,0.64,7.509,4.306,5996390267
SZ002088,鲁阳节能,27.43,-0.37,-1.33,8.62,1793731,49431522.15,0.4,23.371,2.552,13888702834
SH600125,铁龙物流,5.52,0.04,0.73,8.61,22283612,122869677,1.71,18.804,1.449,7206480744
SH600908,无锡银行,5.95,-0.02,-0.34,8.39,13737602,81597458,0.78,6.096,3.025,11076981006
SH601339,百隆东方,5.86,0.04,0.69,8.39,18411182,106863613,1.23,5.504,8.532,8790000000
SZ002681,奋达科技,4.2,-0.01,-0.24,8.25,21205714,89659314.8,1.67,31.816,0,7663604004
SH600054,黄山旅游,10.48,-0.04,-0.38,8.25,3848437,40379956,0.75,,0.973,7643896531
SH603217,元利科技,33.69,-0.4,-1.17,8.24,2856829,96902358,3.77,14.485,1.484,7014473616
SH600917,重庆燃气,8.9,-0.13,-1.44,8.19,8358683,74293481,0.54,29.603,1.663,13984926000
SH603018,华设集团,8.75,-0.01,-0.11,8.11,6455389,56495786,0.97,9.314,2.971,5983083330
SZ301168,通灵股份,64.76,0.38,0.59,7.98,1718478,112893582.95,5.73,95.172,0.107,7771200000
SZ002378,章源钨业,8.87,0.28,3.26,7.95,63989588,570149486.55,6.97,30.423,1.127,8197365157
SH600965,福成股份,6.88,-0.19,-2.69,7.86,7844356,54163898,0.96,42.308,1.744,5632662570
SZ300765,新诺威,16.35,-0.38,-2.27,7.78,5109412,84200152.5,0.94,19.578,0.917,8927100000
SH600284,浦东建设,6.63,0,0,7.75,6819431,45021166,0.7,11.667,2.941,6432797280
SH601368,绿城水务,5.7,0.02,0.35,7.73,6611000,37404475,0.75,15.326,1.789,5032946539
SH600012,皖通高速,7.08,0.04,0.57,7.63,5280535,37380663,0.45,7.989,7.768,11742958800
SH603032,德新交运,86.32,3.9,4.73,7.54,1939194,164722598,1.21,106.74,0,14444616160
SZ000906,浙商中拓,11.4,0.19,1.69,7.51,4701307,53343636.98,0.69,8.464,3.523,7845855961
SH600475,华光环能,9.47,0.86,9.99,7.47,15406594,142008886,1.66,11.566,2.846,8938676994
SZ300627,华测导航,35,1.69,5.07,7.43,8663400,300581174.64,2,58.434,0.611,18680091640
SZ002349,精华制药,12.07,0.14,1.17,7.42,17945767,216498131.29,2.21,53.118,0.497,9827163560
SH600713,南京医药,5.14,-0.08,-1.53,7.39,13099791,67417186,1.26,10.92,2.335,6727340002
SZ002987,京北方,23.96,2.18,10.01,7.24,11929877,275023003.89,9.16,35.362,0.328,7544962477
SH688066,航天宏图,77.85,0.85,1.1,7.23,636369,49376923,0.35,70.942,0.128,14393007726
SZ002929,润建股份,38.52,-0.17,-0.44,7.18,2142200,82680254,1.34,20.747,0.519,8811393607
SH688676,金盘科技,34.57,1.77,5.4,7.16,5800770,196624681,3.04,67.539,0.579,14716449000
SH600138,中青旅,11.12,0.02,0.18,7.13,9131743,101075053,1.26,,0,8049100800
SZ300258,精锻科技,13.6,0.34,2.56,7.13,5847500,78730689.99,1.26,37.054,0.735,6552082241
SZ200429,粤高速B,5.74,0,0,7.12,164810,946859.2,0.05,6.56,11.562,12001227163
SZ000429,粤高速A,7.38,-0.02,-0.27,7.1,1149271,8477907.98,0.09,9.494,7.724,15430149210
SH603229,奥翔药业,27.79,0.59,2.17,7.02,8875010,246110173,2.21,59.956,0.262,11167875704
SH600127,金健米业,9.05,-0.05,-0.55,6.97,28306284,255834417,4.41,,0,5808138123
SH600053,九鼎投资,16.68,-0.61,-3.53,6.85,3057100,51451301,0.71,61.894,0,7231460544
SZ002530,金财互联,7.05,-0.1,-1.4,6.82,20790980,147269641.58,3.15,,0,5493347134
SZ002096,南岭民爆,13.64,0.17,1.26,6.74,9773851,132945516.14,2.63,155.515,0.22,5185630648
SH601718,际华集团,3.18,-0.02,-0.63,6.71,29938008,95334099,0.68,,0,13965381505
SH600775,南京熊猫,10.6,0,0,6.69,15683769,166883554,2.33,271.673,0.132,9686688407
SZ301089,拓新药业,85.71,2.84,3.43,6.68,3578883,302962768.11,12.33,162.585,0.117,10799460000
SH600225,天津松江,3.36,-0.07,-2.04,6.67,31605932,105020169,0.93,10.558,0,11462285060
SZ000544,中原环保,6.54,0.03,0.46,6.65,7290450,47480904,0.75,13.698,3.823,6374436552
SH600335,国机汽车,9.18,0.11,1.21,6.54,21308239,196733911,2.07,38.795,0.763,13374115722
SZ000900,现代投资,4.33,-0.04,-0.92,6.54,7685150,33284458.51,0.51,16.41,3.695,6572196686
SZ002839,张家港行,4.98,-0.03,-0.6,6.48,17211943,85704473.4,0.83,7.353,2.677,10804852428
SH601326,秦港股份,2.9,0.01,0.35,6.28,11828046,34019597,0.25,15.413,1.931,16203494800
SH601199,江南水务,6.71,-0.03,-0.45,6.28,4097407,27482390,0.44,22.453,1.341,6275261059
SZ300680,隆盛科技,32.98,-0.77,-2.28,6.15,2324060,77200401.45,1.62,70.283,0.303,6657058776
SH688639,华恒生物,136.6,-3.31,-2.37,6.15,417647,57704810,0.66,62.986,0.403,14807440000
SZ300660,江苏雷利,30.36,0.86,2.92,6.14,12402670,373483618.69,4.73,33.559,1.466,7958228425
