股票代码,股票名称,当前价,涨跌额,涨跌幅,年初至今,成交量,成交额,换手率,市盈率(TTM),股息率,市值
SH600868,梅雁吉祥,3.15,0.02,0.64,6.14,51342902,160425185,2.7,137.182,0.063,5979168339
SH600251,冠农股份,9.99,-0.08,-0.79,6.11,8737004,87269152,1.12,20.852,0.4,7802166853
SH688333,铂力特,225.97,14.86,7.04,6.09,908341,200452699,1.44,,0,18256398763
SZ002132,恒星科技,6.48,0.11,1.73,6.06,44901026,291972138.35,3.21,61.734,0,9082009643
SZ000666,经纬纺机,9.13,-0.18,-1.93,6.05,7747179,70824635.71,2.64,10.391,0.942,6428706900
SZ002741,光华科技,22.21,-0.13,-0.58,6.05,6554885,145841933.01,1.94,76.113,0.135,8736542102
SZ300328,宜安科技,8.32,0.07,0.85,5.99,14680293,122401272.06,2.15,,0,5744324352
SZ001696,宗申动力,7.4,0.31,4.37,5.96,53051601,389451772.92,6.03,17.293,3.378,8473199208
SZ002109,兴化股份,6.25,-0.06,-0.95,5.94,69902241,443919965.7,6.64,9.634,2.4,6580904931
SH603393,新天然气,25.43,-0.48,-1.85,5.94,11634564,295330677,3.09,15.291,2.163,10780319346
SH688380,中微半导,32.67,0.42,1.3,5.87,5315835,175404438,9.86,22.905,0,13079924550
SH688075,安旭生物,100.18,-0.87,-0.86,5.78,771770,77601003,3.44,2.664,2.617,9093682418
SH601000,唐山港,2.7,-0.02,-0.74,5.56,30471104,82015258,0.51,7.865,12.963,16000007258
SZ002758,浙农股份,12.77,-0.13,-1.01,5.5,6157852,78291751.6,3.12,8.975,2.349,6419089145
SZ002115,三维通信,6.35,-0.7,-9.93,5.48,195533037,1269779370.4,28.18,,0,5149794958
SZ000531,穗恒运A,8.05,0.1,1.26,5.47,10225116,81629945.78,1.24,100.031,1.863,6617900041
SZ002640,*ST跨境,3.3,0.01,0.3,5.43,15223157,50272066.01,0.98,42.625,0,5141536389
SZ000070,特发信息,6.85,-0.02,-0.29,5.38,9701764,66164989.04,1.16,,0,5785397228
SH600269,赣粤高速,3.49,-0.03,-0.85,5.26,14193155,49640186,0.61,8.726,3.438,8150570479
SH603053,成都燃气,10.6,-0.2,-1.85,5.25,10293093,109195467,1.84,19.03,2.83,9422234000
SH603277,银都股份,19,0.04,0.21,5.19,1243918,23481214,0.3,16.405,4.211,7992996000
SH603219,富佳股份,20.34,-0.55,-2.63,5.17,2277000,46775968,5.55,29.377,1.967,8156340000
SH688231,隆达股份,41.08,0.13,0.32,5.12,2501025,101703943,4.94,97.565,0,10140891434
SH600370,三房巷,3.27,-0.04,-1.21,5.11,17111400,56115137,1.47,14.405,4.587,12741030741
SZ300855,图南股份,49.21,2.07,4.39,5.09,3620147,175378077.42,2.15,71.031,0.271,14861912100
SH600933,爱柯迪,19.99,1.07,5.66,5,22218955,443154260,2.52,54.186,0.981,17597644776
SH600601,*ST方科,2.55,-0.03,-1.16,4.94,13669312,34772841,0.62,,0,5596972570
SH601069,西部黄金,12.86,-0.05,-0.39,4.91,3452229,44363398,0.54,97.498,0.272,8264647466
SH605077,华康股份,30.71,-0.77,-2.45,4.88,1809344,56006004,1.19,26.683,1.396,7015932896
SH601366,利群股份,6.33,-0.04,-0.63,4.88,2191300,13873050,0.26,79.388,2.37,5378812194
SZ000731,四川美丰,10.66,-0.26,-2.38,4.64,101057569,1104344452.32,17.25,7.809,1.595,6243815196
SH688001,华兴源创,37.26,2.37,6.79,4.53,2560091,94660092,0.62,47.518,0.577,16371640735
SH603609,禾丰股份,10.7,-0.2,-1.83,4.49,6312654,67483939,0.69,,0,9803534697
SZ000576,甘化科工,12.97,-0.34,-2.55,4.43,10179387,131873522.95,2.37,,0,5743911372
SH605377,华旺科技,18.07,-0.28,-1.53,4.1,1610551,29201227,1.2,13.148,2.876,6005344769
SZ000090,天健集团,5.78,0.12,2.12,3.93,38681857,221017470.61,2.07,5.64,5.709,10800192609
SH603538,美诺华,26.28,0.19,0.73,3.87,4167123,108783259,1.98,26.548,0.541,5597188378
SH600195,中牧股份,13.41,-0.61,-4.35,3.86,16799595,228557207,1.65,30.155,1.127,13693598167
SZ002302,西部建设,8.23,-0.05,-0.6,3.81,19507204,160009509.98,1.55,12.09,1.154,10389175922
SH688322,奥比中光-UW,32.17,0.35,1.1,3.81,1839951,59505629,5.95,,0,12868032170
SH605138,盛泰集团,12.42,0.38,3.16,3.79,12505288,155175710,22.51,22.066,1.739,6900055200
SZ002006,精功科技,27.89,-0.62,-2.17,3.76,12511801,350370227.28,2.75,92.65,0,12694412400
SH600846,同济科技,8.17,0.01,0.12,3.69,2975698,24256889,0.48,15.725,3.427,5104301586
SH600828,茂业商业,3.59,-0.06,-1.64,3.66,7710375,27707885,0.45,26.618,4.178,6217817340
SZ002303,美盈森,3.7,0,0,3.66,11632492,42956535.17,1.22,48.074,0.541,5665897635
SZ002039,黔源电力,15.45,0.06,0.39,3.61,6108260,93666231.2,1.43,15.708,0.925,6605773047
SZ000665,湖北广电,6.49,-0.13,-1.96,3.51,20345871,132503509.69,1.79,,0,7359814475
SZ002876,三利谱,64,0.9,1.43,3.51,5224651,334754359.69,3.51,38.627,0.463,11128635648
SH688138,清溢光电,19.81,1.14,6.11,3.46,4872710,96072136,5.98,84.151,0.303,5285308000
SH603421,鼎信通讯,8.72,-0.11,-1.25,3.45,5230760,45744427,0.8,30.398,0.837,5687101256
SH688269,凯立新材,128,-0.88,-0.68,3.43,295654,38199439,0.68,57.466,0.781,11950080000
SZ300174,元力股份,17.41,0.44,2.59,3.39,6326300,109220306.56,2.03,27.176,0.578,5435974998
SZ002182,云海金属,23.58,0.49,2.12,3.38,21999318,519628909.26,3.95,17.864,0.424,15242643446
SH688625,呈和科技,57.55,0.34,0.59,3.37,558133,32243624,0.69,42.606,0.652,7673337170
SZ003037,三和管桩,11.22,-0.29,-2.52,3.36,4115800,46470481,4.52,205.216,0.713,5653046461
SZ301152,天力锂能,58.9,-1.31,-2.18,3.33,5251021,311810551.37,19.86,54.79,0,7184757882
SZ002570,贝因美,5.29,0,0,3.32,30440092,160939890.75,2.84,69.082,0,5713429232
SZ000006,深振业A,4.48,0.01,0.22,3.29,14335016,63829497.28,1.06,16.069,2.701,6047977806
SZ002785,万里石,27.37,0.06,0.22,3.28,2040388,55931515.11,1.22,,0,5505475500
SZ300506,名家汇,8.01,0.13,1.65,3.22,11118276,89327565.96,1.94,,0,5571728518
SZ000627,天茂集团,3.41,-0.1,-2.85,3.2,37089779,126516258.02,0.81,50.739,0.147,16847545453
SH600755,厦门国贸,6.97,-0.05,-0.71,3.09,11415492,79602837,0.56,5.393,7.174,15340849816
SH603599,广信股份,28.01,0.04,0.14,3.04,5274604,147869141,0.81,8.707,2.55,18217417990
SZ002851,麦格米特,32.77,0.57,1.77,2.98,4212157,138245983.16,1.03,39.002,0.488,16305347370
SZ002937,兴瑞科技,20.46,0.47,2.35,2.97,2048681,41917764.26,0.71,47.703,0.878,6094072380
SH688381,帝奥微,42.84,1.11,2.66,2.78,7207145,308572237,12.66,48.043,,10804248000
SH688022,瀚川智能,66.88,0.38,0.57,2.77,968609,64995794,0.9,81.116,0,7258920451
SZ002837,英维克,32.11,0.13,0.41,2.75,7214358,232708454.88,2.03,92.752,0.431,13954917055
SH601965,中国汽研,18.75,0.88,4.92,2.73,20539268,379636793,2.1,25.448,1.6,18542917256
SZ002046,国机精工,15.17,0.65,4.48,2.71,29157834,439703576.57,5.56,58.353,0.666,8026891921
SZ300346,南大光电,36.59,1.16,3.27,2.58,23756947,865498968.64,4.63,101.97,0.105,19895217913
SH600717,天津港,4.19,-0.05,-1.18,2.54,12566022,52653346,0.43,11.967,2.411,12125864349
SH600798,宁波海运,4.21,-0.05,-1.17,2.53,21580374,90699200,1.79,19.684,1.9,5079508986
SH600248,陕西建工,4.82,-0.01,-0.21,2.44,16135061,77697932,1.11,4.999,2.303,17780412619
SH600528,中铁工业,8.27,0.02,0.24,2.38,7875197,65017977,0.35,10.131,1.753,18372231633
SZ000589,贵州轮胎,5.14,0.01,0.19,2.15,22994725,118080102.25,2.2,17.73,1.621,5898091168
SZ002782,可立克,18.18,-0.67,-3.55,2.04,14010654,257383511.13,2.97,193.906,0.275,8666828267
SH600461,洪城环境,7.8,0.02,0.26,2.04,2932018,22699155,0.32,8.715,6.41,8106800965
SZ000600,建投能源,5.19,0.07,1.37,1.96,38195735,196619420.89,3.5,,0,9298540891
SZ002197,证通电子,8.94,0.1,1.13,1.94,21074160,185858193.59,3.94,138.6,0,5492404576
SH600708,光明地产,2.42,0.02,0.83,1.89,24357987,58803407,1.09,157.708,0.62,5393300918
SH600331,宏达股份,3.25,0.07,2.2,1.88,47945699,155062828,2.36,33.455,0,6604000000
SZ002215,诺普信,6.29,-0.07,-1.1,1.88,16081427,101429115.14,2.03,19.277,3.18,6225725176
SH600729,重庆百货,23.01,-0.1,-0.43,1.86,1180347,27036014,0.29,10.034,16.471,9354219980
SH600108,亚盛集团,3.59,-0.11,-2.97,1.82,55711756,200240420,2.86,106.211,0.111,6989425284
SZ300811,铂科新材,99.79,-0.01,-0.01,1.74,968868,96598217.25,1.9,70.938,0.2,10402533308
SZ300548,博创科技,22.04,0.27,1.24,1.72,3784182,83335407.22,1.76,35.283,1.206,5767665452
SH600509,天富能源,6.51,-0.02,-0.31,1.72,37020428,239454578,3.22,,0,7495711761
SZ300887,谱尼测试,38.02,0.44,1.17,1.7,1564997,59662848.24,2.54,38.342,0.584,10912251597
SZ000828,东莞控股,10.08,0,0,1.65,2453086,24688392.9,0.24,12.106,2.679,10478331279
SH600649,城投控股,4.06,0.01,0.25,1.6,17691441,71649208,0.7,13.716,2.709,10270077074
SH603303,得邦照明,17,0.58,3.53,1.54,4656017,78311293,0.98,26.86,2.018,8108057775
SZ001323,慕思股份,39.52,-0.26,-0.65,1.52,1067404,42010755.38,2.67,23.7,2.53,15808395200
SH603126,中材节能,8.32,0.12,1.46,1.47,38344601,315600873,6.28,37.144,1.022,5079360000
SH600783,鲁信创投,12.87,-0.18,-1.38,1.29,3934433,50682268,0.53,20.053,1.632,9579904114
SZ002201,正威新材,15.19,0.18,1.2,1.24,8857140,135501215.46,1.36,262.152,0.08,9898354501
SH603118,共进股份,9.47,0.36,3.95,1.21,27588405,258090694,3.56,19.188,1.584,7501502654
SZ000523,广州浪奇,3.38,-0.05,-1.46,1.2,5355742,18158286.74,0.39,3.664,0,5449980053
SZ002020,京新药业,9.29,-0.15,-1.59,1.11,7120397,66250016.9,1.08,12.67,3.395,7998960711
SZ301195,北路智控,71.95,0.19,0.26,1.1,1346682,98658579.53,6.66,36.64,0,6308659462
SH601890,亚星锚链,9.34,0.03,0.32,1.07,27286955,255347237,2.84,81.193,0.428,8960796000
SZ002300,太阳电缆,8.08,0.03,0.37,1.04,8230225,66600642.85,1.25,27.024,1.733,5305869360
SZ300252,金信诺,9.01,-0.29,-3.12,1.01,22491650,203771673.9,5.09,81.867,0,5200156044
SH600531,豫光金铅,5.96,0.11,1.88,0.97,49902377,297337950,4.58,15.754,1.896,6497846099
SZ002489,浙江永强,3.57,0.02,0.56,0.91,26379672,94237700.01,1.4,,0.98,7767379316
SH600339,中油工程,3.08,-0.01,-0.32,0.88,35285001,108466793,0.63,27.869,0.812,17196094211
SH600874,创业环保,6.98,-0.01,-0.14,0.86,8497344,58900976,0.78,12.689,2.092,9962054441
SH600939,重庆建工,4.08,-0.02,-0.49,0.84,9166313,37447860,0.48,26.447,1.078,7759274856
SH688359,三孚新科,58.88,1.55,2.7,0.84,838686,48791054,1.96,537.597,0.297,5427558400
SH603667,五洲新春,17.37,0.85,5.15,0.84,11969119,208368079,3.94,43.239,1.036,5709303977
SH603396,金辰股份,123.73,0.14,0.11,0.81,7184587,894877460,6.19,319.466,0.129,14388943036
SH688677,海泰新光,94.3,3.35,3.68,0.75,1228698,115277461,2.33,59.1,0.435,8202214000
SZ002386,天原股份,9.62,-0.2,-2.04,0.62,20476508,197566314.38,2.02,13.097,2.199,9765397854
SZ002170,芭田股份,6.74,0,0,0.61,29631701,199762267.78,4.18,60.283,0.148,5997674106
SH601512,中新集团,8.81,0,0,0.6,2313600,20320715,0.29,9.125,3.462,13205220900
SH601801,皖新传媒,5.04,-0.09,-1.75,0.55,9654054,48713182,0.49,14.671,3.373,10025591874
SZ000501,武商集团,10.39,-0.03,-0.29,0.45,3877238,40149448.82,0.5,14.062,1.54,7989834475
SZ000049,德赛电池,57.22,0.77,1.36,0.18,12367179,703078879.45,4.14,20.644,1.311,17181558232
SZ003038,鑫铂股份,61.45,2.95,5.04,0.17,2751723,166505922.73,5.89,57.08,0.358,8925805269
SZ002441,众业达,9.84,0.27,2.82,0.16,12142881,119935903.04,3.04,12.242,3.557,5358309113
SZ002262,恩华药业,15.42,0.11,0.72,0.13,3869900,59248115.56,0.44,18.621,1.297,15537008379
SZ000563,陕国投A,3.2,-0.04,-1.23,0.07,20449810,65349816.3,0.52,16.717,0.938,12684841107
SH688232,新点软件,42.87,0.48,1.13,0.05,1003902,43081534,1.43,24.325,1.166,14147100000
SZ000031,大悦城,3.73,-0.01,-0.27,0,13049294,48426257.88,0.33,,0,15987948754
SZ002542,中化岩土,2.95,-0.03,-1.01,0,49497573,147058917.08,3.15,,0,5326287331
SZ300639,凯普生物,19.46,-0.02,-0.1,0,3817913,74135673.52,0.88,5.942,1.203,8552981671
SZ002426,胜利精密,2.6,-0.04,-1.52,0,56179300,146685872,1.78,,0,8947946069
SZ200771,杭汽轮B,12.02,0.25,2.12,-0.03,313690,3723756,0.09,15.808,3.061,11781763360
SZ002454,松芝股份,8.38,0.09,1.09,-0.03,21967250,183178345.5,3.51,103.626,0.477,5267513808
SZ002208,合肥城建,7.66,-0.01,-0.13,-0.04,10358414,79352408.9,1.66,17.044,1.305,6153215908
SZ000950,重药控股,5.03,-0.02,-0.4,-0.08,8114372,40787805.72,0.47,9.053,1.292,8769137705
SZ300203,聚光科技,28.22,-0.76,-2.62,-0.14,4461236,128313217.06,0.99,,0,12770041028
SZ000816,智慧农业,4.09,0.01,0.25,-0.24,15041500,61549264,1.12,149.06,0,5873458071
SZ300233,金城医药,28.8,-0.34,-1.17,-0.27,2872667,82823311.82,0.8,47.692,0.688,11157436426
SZ300587,天铁股份,11.74,0.36,3.16,-0.29,24498213,284635433.01,2.64,37.09,0.398,12642236880
SH688209,英集芯,24.12,0.82,3.52,-0.3,3185239,76674495,8.68,46.276,0.158,10130400000
SH600602,云赛智联,6.43,0.03,0.47,-0.31,7467843,47968120,0.7,37.614,0.886,8794140316
SZ000582,北部湾港,7.82,-0.09,-1.14,-0.34,12848027,100568129.28,0.91,12.969,2.365,13858835292
SZ300525,博思软件,15.46,-0.01,-0.06,-0.38,2203439,34040544.28,0.45,41.309,0.431,9323801191
SZ001308,康冠科技,36.69,-1.26,-3.32,-0.4,6172330,231796838.16,11.18,14.098,1.572,19197446288
SH600565,迪马股份,2.43,-0.02,-0.82,-0.41,26921275,65417761,1.08,,0,6054360270
SH600694,大商股份,17.57,-0.15,-0.85,-0.41,1439817,25255352,0.49,8.185,11.383,5160636733
SZ300138,晨光生物,16.49,0.23,1.41,-0.46,4222489,69399487.68,0.99,21.789,0.788,8785443112
SH600550,保变电气,5.56,0.01,0.18,-0.54,11049099,61269828,0.6,219.034,0,10238898349
SZ000561,烽火电子,8.34,-0.11,-1.3,-0.6,19717001,164691480.28,3.27,47.634,0,5043133957
SZ300530,达志科技,35.28,-0.42,-1.18,-0.62,3555120,123070305.01,3.01,,0,5579159796
SZ002915,中欣氟材,20.11,0.48,2.45,-0.63,11712560,233114717.6,4.79,35.56,0.888,6595226833
SZ200012,南玻B,3.06,0.02,0.66,-0.68,4405988,13507817.61,0.4,7.086,7.562,9396317847
SH605116,奥锐特,21.74,-0.24,-1.09,-0.7,700400,15275179,0.91,43.056,0.598,8717740000
SZ000402,金融街,5.59,-0.01,-0.18,-0.71,18669226,104191689.11,0.62,7.638,0.537,16708118180
SH600277,亿利洁能,5.23,-0.01,-0.19,-0.76,75398959,393524630,2.12,20.737,0,18622054075
SH600496,精工钢构,4.19,0.02,0.48,-0.83,17006163,71174263,0.84,11.429,0.859,8433943522
SH603013,亚普股份,15.82,-0.04,-0.25,-0.84,3006673,47888727,0.59,19.037,4.425,8131366618
SZ002538,司尔特,9.99,-0.03,-0.3,-0.85,14027294,140062139.04,1.7,12.262,2.603,8527022072
SH600094,大名城,3.51,0.01,0.29,-0.85,11213700,39270061,0.49,,0,8688390950
SZ000088,盐田港,5.22,-0.04,-0.76,-0.92,6688526,34884436.7,0.3,25.106,0.575,11740624319
SH600320,振华重工,3.68,0.01,0.27,-0.94,11525717,42345487,0.35,52.475,1.359,19387540884
SH600323,瀚蓝环境,20.56,0.22,1.08,-0.95,3657591,74540096,0.45,15.436,1.07,16763537322
SZ002344,海宁皮城,4.82,-0.11,-2.23,-0.98,11972866,57943397.6,0.93,20.499,0.622,6182213747
SH600172,黄河旋风,10.06,0,0,-0.98,31841425,319869815,2.49,162.857,0,14508375829
SH601116,三江购物,9.14,-0.24,-2.56,-0.99,5842100,53620607,1.07,40.591,2.188,5005780576
SH605368,蓝天燃气,13.73,-0.14,-1.01,-1.12,4690200,64293472,2.65,12.295,3.405,6794377548
SZ000839,ST国安,2.65,0.07,2.71,-1.12,26923837,71049488.05,0.69,,0,10387539833
SH688085,三友医疗,27.5,0.74,2.77,-1.18,2612131,71293952,2.81,32.256,0.602,6211338375
SZ000543,皖能电力,5.49,0.18,3.39,-1.26,63719983,345368929.17,2.81,,0,12445079687
SZ002254,泰和新材,18.7,0.3,1.63,-1.26,27051331,505325622.88,6.34,15.671,2.674,12798177187
SH600067,冠城大通,3.9,0.04,1.04,-1.27,31667118,123282435,2.28,,0,5427508082
SH688311,盟升电子,73.79,-1.02,-1.36,-1.5,1130416,84430429,1.72,87.86,0.487,8489391920
SZ000652,泰达股份,4.23,-0.01,-0.24,-1.61,11165200,47080351,0.76,26.611,0.236,6241677394
SZ002318,久立特材,17.14,-0.28,-1.61,-1.65,8733377,149616352.49,0.92,18.134,2.334,16748706141
SZ002181,粤传媒,4.42,-0.16,-3.49,-1.74,27586581,122884371.9,2.43,69.928,1.086,5131877129
SZ000837,秦川机床,9.93,0.34,3.55,-1.78,50018390,493845430.37,7.21,38.876,0,8930753136
SZ002367,康力电梯,7.55,-0.03,-0.4,-1.82,6421565,48640780.51,1.22,19.249,3.974,6022277787
SZ000713,丰乐种业,9.49,0.04,0.42,-1.96,33095216,311910759.02,5.39,32.824,0.211,5827002160
SH688636,智明达,138,4.2,3.14,-2.08,427918,57951914,1.46,60.419,0.181,6970540080
SZ002234,民和股份,16.8,-0.44,-2.55,-2.1,11200070,188617829.5,4.37,,0,5862531562
SH600675,中华企业,2.89,0,0,-2.12,9383796,27079421,0.15,,1.834,17617830878
SH600618,氯碱化工,11.77,0.14,1.2,-2.13,11318267,132836994,1.51,6.833,3.398,13610827718
SZ300353,东土科技,9.64,0.85,9.67,-2.13,42973066,423556247.54,9.83,,0,5121096348
SZ002579,中京电子,9.95,0.29,3,-2.22,67215789,667979321.9,11.61,295.333,0.801,6062291155
SZ301216,万凯新材,34.65,-0.55,-1.56,-2.23,5209532,181457618.68,7.24,14.947,0.577,11898650610
SH600266,城建发展,4.29,-0.01,-0.23,-2.27,21518433,92365456,0.95,,2.331,9680546304
SH600363,联创光电,30.27,0.91,3.1,-2.31,13240945,399622483,2.96,53.304,0.172,13780288853
SH600800,渤海化学,4.62,0.01,0.22,-2.33,79523295,377264342,10.01,,0,5478338620
SH600503,华丽家族,3.14,0.03,0.96,-2.33,22777550,71120714,1.42,75.463,0.159,5031190600
SH600819,耀皮玻璃,5.41,-0.03,-0.55,-2.38,12533300,67626500,1.68,362.341,0.647,5057895933
SH600648,外高桥,12.18,-0.04,-0.33,-2.39,4046879,49228564,0.43,11.572,6.777,13828552330
SH603103,横店影视,12.89,-0.38,-2.86,-2.42,2646885,34281655,0.42,,0,8174838000
SZ000078,海王生物,3.44,-0.05,-1.43,-2.55,15337553,52746470.26,0.59,141.614,0,9462866404
SZ000882,华联股份,1.86,-0.02,-1.06,-2.62,21971004,41024675.44,0.8,,0,5091474621
SH600072,中船科技,14.2,0,0,-2.64,19280966,273815492,2.62,216.199,0.423,10454748339
SH600308,华泰股份,5.81,-0.13,-2.19,-2.66,19573907,114065583,1.68,12.316,3.635,6783531844
SZ300208,青岛中程,10.55,-0.04,-0.38,-2.68,7712738,81476829.38,1.12,,0,7906961250
SZ002163,海南发展,11.41,0.06,0.53,-2.89,5691671,64548064.69,0.71,568.707,0,9640969262
SZ000735,罗牛山,6.92,-0.07,-1,-2.95,14022274,96720467.36,1.22,,0,7968473960
SH603100,川仪股份,19.75,0.06,0.3,-3.02,2043100,40515508,0.52,16.152,3.038,7801250000
SH601500,通用股份,4.24,-0.01,-0.24,-3.02,7219680,30822296,0.56,,1.574,5463640256
SZ002194,武汉凡谷,10.45,0.04,0.38,-3.03,16905988,178530148.24,3.36,24.699,0.479,7116400948
SH600073,上海梅林,7.74,-0.1,-1.28,-3.08,10539706,81574474,1.12,21.776,1.292,7258026113
SH688606,奥泰生物,115.69,0.3,0.26,-3.09,291381,33727869,1.28,3.579,3.458,6236170535
SH600020,中原高速,3.07,-0.01,-0.32,-3.17,7077500,21667030,0.31,15.874,3.257,6899431524
SH600491,龙元建设,6.63,-0.01,-0.15,-3.18,19421477,128644046,1.27,19.701,0.633,10142295242
SH600604,市北高新,5.19,0,0,-3.23,5867300,30355805,0.42,49.509,0.135,9722451933
SH601900,南方传媒,7.92,-0.17,-2.1,-3.36,3995607,31744505,0.45,8.768,4.167,7095342403
SH600959,江苏有线,3.15,-0.04,-1.25,-3.64,21043924,66375898,0.42,45.794,0.635,15752260711
SH600811,东方集团,2.9,-0.03,-1.02,-3.65,35803418,103930691,0.98,,0,10611537132
SH688373,盟科药业-U,7.84,0.03,0.38,-3.92,3308196,25895234,2.79,,,5136847059
SZ000682,东方电子,8.07,-0.09,-1.1,-3.95,12435958,100246449.51,0.93,28.445,0.743,10819666946
SH603979,金诚信,20.52,0.06,0.29,-3.97,2059758,42152487,0.35,23.095,0.487,12218125884
SH600216,浙江医药,16.02,-0.19,-1.17,-4.02,44911268,720132564,4.69,16.656,2.06,15461350560
SH603633,徕木股份,15.25,1.17,8.31,-4.09,11900268,179404182,4.52,90.383,0,5006819214
SH600639,浦东金桥,11.75,-0.05,-0.42,-4.23,4250794,49821742,0.5,6.168,4.255,13188351493
SZ000690,宝新能源,5.6,0.16,2.94,-4.23,40791261,224946463.83,1.88,70.951,0.893,12184972027
SZ000011,深物业A,10.57,0.09,0.86,-4.29,6599800,69230351,1.25,10.891,6.433,6299499002
SH600162,香江控股,1.97,0.01,0.51,-4.29,19309090,37805264,0.57,37.518,2.03,6689689405
SZ000778,新兴铸管,4.01,-0.02,-0.5,-4.33,35935837,143950087.52,0.92,9.201,3.741,16000135692
SH603197,保隆科技,55.57,3.57,6.87,-4.46,5789759,316456488,2.87,55.457,0.36,11544995808
SZ002852,道道全,16,0.45,2.89,-4.48,8030159,127053367.79,2.81,,0,5744000000
SZ000936,华西股份,5.93,0.06,1.02,-4.5,18098084,107292372.24,2.04,109.805,0.843,5254056420
SH600526,菲达环保,5.91,0.25,4.42,-4.52,18258066,107934196,3.34,174.357,0,5105903957
SZ002583,海能达,5.27,-0.19,-3.48,-4.53,35465202,188980931.65,2.89,,0,9570739972
SZ000060,中金岭南,4.59,0.1,2.23,-4.54,78424886,358333905.73,2.1,12.634,2.064,17155318248
SZ002119,康强电子,13.7,0.39,2.93,-4.55,36925455,503966172.15,10.12,27.289,0.365,5141390800
SH688550,瑞联新材,66.47,0.43,0.65,-4.59,926407,61705915,1.28,21.751,1.83,6519070708
SZ000550,江铃汽车,15.31,0.04,0.26,-4.7,4587584,70014466.5,0.88,21.27,1.737,13215806340
SH603031,安孚科技,48.87,0.04,0.08,-4.72,872560,42595769,0.78,,0,5473440000
SH600273,嘉化能源,10.71,-0.05,-0.46,-4.77,16149243,172758464,1.15,7.076,5.171,15014833167
SZ002452,长高电新,8.96,-0.23,-2.5,-4.92,26098600,236334368.45,5.1,30.392,0.781,5558175482
SH600231,凌钢股份,2.42,-0.02,-0.82,-5.04,7582452,18412646,0.27,24.331,4.008,6902213467
SH600507,方大特钢,6.44,-0.05,-0.77,-5.13,12055007,77699705,0.56,6.883,17.236,15016825636
SH600006,东风汽车,6.41,-0.07,-1.08,-5.13,22635707,145287194,1.13,,0.871,12820000000
SH603203,快克股份,25.84,0.24,0.94,-5.13,1085764,28132880,0.44,24.085,3.87,6412143209
SH600366,宁波韵升,12.4,0.05,0.4,-5.19,14287983,177492692,1.44,23.593,0.806,12265010140
SZ002697,红旗连锁,5.03,-0.13,-2.52,-5.19,76926610,390601712.48,7.14,14.168,0.278,6840800000
SZ000061,农产品,5.99,-0.09,-1.48,-5.22,7399300,44362996.83,0.44,34.799,1.169,10164815145
SZ002258,利尔化学,22.46,-0.27,-1.19,-5.25,5747620,129628902,0.78,10.351,1.581,16717795791
SZ000912,泸天化,5.93,0.12,2.07,-5.27,130953565,788565913.86,8.35,19.227,0,9298240000
SZ002649,博彦科技,10.72,-0.06,-0.56,-5.27,10762329,115347359.35,2.05,16.645,2.892,6342647171
SZ300382,斯莱克,21.75,0.42,1.97,-5.3,11713072,255602826.26,2.02,91.299,0.213,13626960880
SH600995,文山电力,18.8,1.06,5.98,-5.32,61338163,1138763219,12.82,,0.053,8996296320
SH601579,会稽山,10.71,-0.13,-1.2,-5.34,5135400,54995232,1.03,19.507,1.681,5326725600
SH600228,返利科技,6.55,-0.06,-0.91,-5.35,4004893,25979825,1.66,103.768,0,5392398883
SZ000948,南天信息,13.44,-0.15,-1.1,-5.36,18536398,247248047.54,5.54,58.098,0.372,5300543364
SH601218,吉鑫科技,5.15,0.09,1.78,-5.38,18968056,97501711,1.94,25.733,1.01,5033404000
SH600681,百川能源,4.97,-0.04,-0.8,-5.41,8626801,42702625,0.63,15.371,8.048,6774163681
SZ002419,天虹股份,5.8,-0.13,-2.19,-5.42,15921113,92698731.82,1.36,27.226,2.759,6779316950
SZ300406,九强生物,18.63,-0.25,-1.32,-5.43,3411360,64201070.34,1.02,31.585,0.537,10970124690
SZ002665,首航高科,4.87,0.01,0.21,-5.44,204524776,992870459.18,8.25,,0,12363569989
SZ002167,东方锆业,7.47,0.51,7.33,-5.44,41879039,307162547.36,6.15,27.403,0,5790250980
SZ002341,新纶新材,5.21,-0.03,-0.57,-5.44,41454906,216681014.34,4.33,,0,6003038024
SH600523,贵航股份,22.94,0.04,0.17,-5.44,2597131,59392469,0.64,84.005,0.58,9274901681
SZ002824,和胜股份,42.7,0.38,0.9,-5.45,4216118,181895039.51,3.24,39.618,0.438,8527745826
SZ000036,华联控股,4.03,0,0,-5.53,6775487,27253588.96,0.46,18.564,1.687,5980254121
SZ002746,仙坛股份,9.8,-0.13,-1.31,-5.57,11528183,112926135.21,1.62,,1.02,8433279525
SH600698,湖南天雁,4.92,-0.05,-1.01,-5.75,7464631,36913538,1.01,1491.551,0,5236897357
SH600894,广日股份,6.86,-0.03,-0.44,-5.76,2128852,14578177,0.25,10.843,3.353,5899235700
SZ300244,迪安诊断,31.48,-0.01,-0.03,-5.8,5982205,187821702.07,1.2,8.482,0.426,19640784262
SZ002467,二六三,4.54,-0.08,-1.73,-5.81,50137282,227834564.5,3.69,301.881,0,6213497903
SH600278,东方创业,7.48,-0.04,-0.53,-5.84,6387421,47525570,0.94,14.778,1.74,6599306303
SZ002130,沃尔核材,7.72,-0.06,-0.77,-5.84,30548969,236237996.16,2.45,18.201,0.453,9726416899
