股票代码,股票名称,当前价,涨跌额,涨跌幅,年初至今,成交量,成交额,换手率,市盈率(TTM),股息率,市值
SH900904,神奇B股,0.611,0.004,0.66,1.53,52000,31631,0.09,39.518,2.44,326317765
SH603967,中创物流,10.77,0.27,2.57,1.5,8036610,85883006,2.32,16.327,3.571,3733600467
SH601628,中国人寿,29.86,0.16,0.54,1.48,11720667,347795408,0.06,23.862,2.177,843984091300
SH600838,上海九百,6.57,0.11,1.7,1.48,4132314,26838764,1.03,32.089,1.172,2633794615
SZ300811,铂科新材,99.54,0.96,0.97,1.48,459775,45768275.1,0.9,70.761,0.201,10376472247
SH600775,南京熊猫,10.08,0.06,0.6,1.46,14208347,143887993,2.11,258.346,0.139,9211492372
SZ002666,德联集团,5.62,-0.01,-0.18,1.44,10545581,59048279.83,2.35,24.706,0,4239330486
SZ002328,新朋股份,5.94,-0.01,-0.17,1.44,12476300,74193513,2.21,10.766,2.189,4584313800
SZ000599,青岛双星,4.31,0.08,1.89,1.44,13538400,58023223,1.66,,0.232,3520375619
SZ300313,ST天山,7.8,-0.32,-3.94,1.43,9333594,74150849.28,5.07,,0,2441223689
SH603803,瑞斯康达,8.03,0.03,0.38,1.39,9968124,79891311,2.37,,0,3486429723
SZ300918,南山智尚,10.22,0.05,0.49,1.39,5164968,52811322.7,4.76,22.688,1.233,3679200000
SZ300483,首华燃气,17.52,2.16,14.06,1.39,21253243,364737726.21,9.52,63.879,0,4704718816
SZ002126,银轮股份,12.65,-0.22,-1.71,1.35,18739476,238587176.61,2.52,56.772,0.632,10020478301
SZ001308,康冠科技,37.33,-0.64,-1.69,1.34,2831011,105864802.74,5.13,14.344,1.545,19532315888
SH600939,重庆建工,4.1,0.09,2.24,1.34,13740662,55811121,0.72,26.576,1.073,7797310517
SH688231,隆达股份,39.6,-0.52,-1.3,1.33,2614647,103477877,5.17,94.05,0,9775542863
SZ000880,潍柴重机,9.25,0,0,1.33,4175740,38770013,2.58,22.926,0.27,3064715550
SH601018,宁波港,3.93,0.04,1.03,1.33,16827706,65866551,0.13,14.001,2.29,62123150264
SH600886,国投电力,11.44,-0.12,-1.04,1.31,20156029,230508228,0.29,34.834,1.429,85275816878
SZ003000,劲仔食品,10.77,-0.64,-5.61,1.28,11948419,128756101.71,5.38,43.21,1.393,4342464000
SZ300564,筑博设计,13.54,0.28,2.11,1.28,1531614,20619245.88,2.84,13.175,2.77,2228575680
SZ300111,向日葵,3.19,0.03,0.95,1.27,11866600,37442815,1.06,87.435,0,3572162000
SZ000691,亚太实业,4.8,0.04,0.84,1.27,8531500,40961053,2.64,,0,1551696000
SH603080,新疆火炬,16.94,1.54,10,1.26,8371058,139564300,5.92,20.23,2.131,2397010000
SH603709,中源家居,17.07,-0.02,-0.12,1.25,438100,7465079,0.55,,0,1365600000
SH688301,奕瑞科技,500,-4.6,-0.91,1.25,655025,327091861,1.62,65.865,0.44,36273913000
SZ001696,宗申动力,7.07,0.04,0.57,1.24,22000400,154534899.13,2.5,16.522,3.536,8095340324
SH603999,读者传媒,5.5,-0.09,-1.61,1.23,6154520,33841879,1.07,36.23,0.818,3168000000
SH688777,中控技术,76.46,1.26,1.68,1.22,4657271,357466014,1.72,55.553,0.471,37987086580
SZ000006,深振业A,4.39,0.06,1.39,1.22,17368653,75869537.48,1.29,15.746,2.756,5926478252
SZ300703,创源股份,11.46,0.16,1.42,1.2,5085303,58221556.8,3.04,31.214,0.438,2085715874
SZ000301,东方盛虹,19.38,0.22,1.15,1.2,39632566,780294519.89,0.82,36.992,0.741,120412533254
SH900934,锦江B股,1.975,-0.001,-0.05,1.18,174150,341727,0.11,,0.401,2113337024
SH600600,青岛啤酒,99,-3,-2.94,1.16,7968259,785745762,1.14,37.603,1.111,135071124507
SH600528,中铁工业,8.17,0.09,1.11,1.15,7365638,59806804,0.33,10.008,1.775,18150076474
SZ002132,恒星科技,6.18,0.04,0.65,1.15,42155510,262042938.2,3.01,58.876,0,8661546234
SZ002426,胜利精密,2.63,0.07,2.73,1.15,76795400,200607475,2.44,,0,9051191601
SH688022,瀚川智能,65.8,-0.2,-0.3,1.11,1018731,67308327,0.94,79.806,0,7141701042
SZ002809,红墙股份,10.44,0.4,3.98,1.08,5756820,59309648.1,4.24,27.415,0.958,2177087255
SZ300553,集智股份,39.22,1.81,4.84,1.06,1019220,39912751.2,2.85,201.173,0,2447328000
SZ000767,晋控电力,3.8,0.09,2.43,1.06,35022446,131989560.89,1.2,,0,11692380432
SZ002837,英维克,31.58,0.9,2.93,1.05,11625086,364863668.49,3.28,91.221,0.438,13724580523
SZ000963,华东医药,40.33,-0.63,-1.54,1.04,9123365,366729130.82,0.52,30.134,0.719,70569819071
SZ002262,恩华药业,15.56,-0.15,-0.95,1.04,4492900,70062267.31,0.51,18.79,1.285,15678070712
SZ300105,龙源技术,6.89,0.18,2.68,1.03,15297690,105364850,2.98,39.366,0,3576775660
SZ000919,金陵药业,7.62,0.16,2.14,1.01,5735300,43344683,1.14,37.44,1.312,3889248000
SZ000563,陕国投A,3.23,0.03,0.94,1.01,23241800,74654140.57,0.59,16.874,0.929,12803761493
SH600513,联环药业,9.63,0.01,0.1,0.98,2885269,27802587,1.01,21.253,1.298,2765212841
SZ300585,奥联电子,14.19,-0.31,-2.14,0.92,2435600,34715753,1.52,69.847,0,2428066665
SH688292,浩瀚深度,16.71,-0.14,-0.83,0.91,1434380,24059608,4.15,45.211,0.449,2625920806
SH688003,天准科技,37.81,-2.04,-5.12,0.89,2660045,102697246,1.37,54.514,2.104,7361644810
SZ300839,博汇股份,14.37,0.38,2.72,0.89,3237253,46329866.77,4.09,36.979,0.428,2525671200
SH600339,中油工程,3.08,0.11,3.7,0.88,84667055,259063640,1.52,27.869,0.812,17196094211
SZ000417,合肥百货,4.39,0.05,1.15,0.86,7203795,31491497.1,0.92,23.305,1.367,3423691638
SH603991,至正股份,41.8,-0.9,-2.11,0.82,455100,19172614,0.61,,0,3115562916
SH601169,北京银行,4.17,0.03,0.72,0.81,49504217,205490356,0.23,3.797,7.314,88166244414
SZ300861,美畅股份,64.65,-0.4,-0.61,0.79,3294881,214015895.49,1.36,29.229,1.289,31032775800
SZ000571,ST大洲,2.63,0.09,3.54,0.77,15875520,41713987.91,1.95,,0,2140988320
SZ002782,可立克,17.95,-0.34,-1.86,0.75,9268208,167684700.17,1.96,191.453,0.279,8557181925
SH688679,通源环境,12.78,0.41,3.31,0.75,1661763,21026458,3.18,31.305,0.939,1682994047
SH605116,奥锐特,22.05,-0.02,-0.09,0.72,878749,19354393,1.14,43.67,0.59,8842050000
SZ002671,龙泉股份,4.78,0.12,2.58,0.63,8834800,41871500,1.93,,0,2704167259
SZ002489,浙江永强,3.56,0.03,0.85,0.63,15806950,55779893,0.84,,0.983,7745621951
SH900932,陆家B股,0.839,0,0,0.62,616352,517104,0.06,6.914,9.449,3384691652
SZ002620,瑞和股份,6.5,0.1,1.56,0.62,10079400,65076771,3.2,,0,2453711000
SZ002598,山东章鼓,10.61,0.3,2.91,0.59,17695001,192818885.69,6.5,31.417,0.943,3310320000
SZ002393,力生制药,21.42,0.04,0.19,0.57,1281400,27435481,0.7,29.428,1.401,3908185929
SZ000582,北部湾港,7.89,0.18,2.33,0.55,19354158,151680722.93,1.37,13.085,2.344,13982891363
SZ300716,国立科技,9.27,0.16,1.76,0.54,2558560,23506916.3,1.6,,0,1483385400
SZ000828,东莞控股,9.97,0.09,0.91,0.54,2684905,26661507.7,0.26,11.974,2.708,10363984410
SZ000663,永安林业,9.23,-0.01,-0.11,0.54,12876347,119679148.18,4.2,9.127,0,3107592665
SZ002687,乔治白,4.76,0.04,0.85,0.53,4969255,23512518.5,1.24,12.984,2.898,2415700000
SZ002702,海欣食品,6.07,-0.06,-0.98,0.5,29836392,180127395.2,7.73,281.134,0,2918213200
SH603032,德新交运,80.67,-1.58,-1.92,0.5,2324434,187116106,1.45,99.753,0,13499156460
SZ002546,新联电子,4.11,0.01,0.24,0.5,13655300,56033407,1.73,22.266,2.92,3427941785
SZ002318,久立特材,17.51,0.43,2.52,0.48,5037901,87583295.69,0.53,18.526,2.284,17110259307
SH600968,海油发展,2.88,0.11,3.97,0.47,165246960,476810814,1.63,18.124,1.91,29275500093
SH900910,海立B股,0.5,0,0,0.46,98876,49385,0.03,12.493,4.502,542209953
SZ002384,东山精密,26.99,0.11,0.41,0.45,24630269,666730925.8,1.77,22.466,0.742,46149319156
SZ300252,金信诺,8.96,-0.28,-3.03,0.45,26169261,236048949.2,5.92,81.413,0,5171298353
SH601077,渝农商行,3.62,0.03,0.84,0.43,33343800,120301879,0.57,4.028,6.975,41112340000
SZ002577,雷柏科技,11.96,-0.44,-3.55,0.42,3654763,44147042.22,1.29,81.313,0,3383244800
SZ002160,常铝股份,4.9,-0.06,-1.21,0.41,15149315,74172589.05,1.98,62.472,0,3898351682
SZ002197,证通电子,8.8,-0.09,-1.01,0.34,14525479,127665352.83,2.72,136.43,0,5406393766
SZ300896,爱美客,535.6,-1.77,-0.33,0.33,905499,487049647.22,1.02,103.163,0.392,115882416000
SH601398,工商银行,4.36,0.01,0.23,0.31,125909116,547119545,0.05,4.36,6.727,1553931280908
SZ300639,凯普生物,19.52,-0.3,-1.51,0.31,7247676,142251776.85,1.68,5.96,1.199,8579352632
SH600558,大西洋,3.67,0.14,3.97,0.3,17170760,62810783,1.91,49.118,0.817,3294209730
SZ002786,银宝山新,6.78,0.1,1.5,0.3,8247200,55503946,1.67,,0,3360249360
SZ002863,今飞凯达,5.89,-0.03,-0.51,0.29,12510950,73387337.5,2.56,20.624,0.255,2938049447
SH600874,创业环保,6.94,0.12,1.76,0.28,8535673,59167103,0.79,12.617,2.104,9904965304
SH603599,广信股份,27.26,0.15,0.55,0.28,5712386,154092040,0.88,8.474,2.62,17729625648
SZ002594,比亚迪,268.76,-13.24,-4.7,0.27,35120827,9364600412.1,3.02,143.116,0.039,782398753710
SH688390,固德威,328,26.57,8.81,0.26,3072399,990598685,4.3,223.163,0.261,40409600000
SZ002851,麦格米特,31.89,-0.61,-1.88,0.21,4185228,134970481,1.02,37.955,0.502,15867486348
SZ300062,中能电气,7.04,0.08,1.15,0.13,16127140,112849741,4.26,122.667,0.089,3925344375
SH600493,凤竹纺织,6.02,0.02,0.33,0.12,4321250,25908632,1.59,29.063,1.342,1637440000
SZ000950,重药控股,5.04,0.03,0.6,0.12,11764079,58998836.58,0.68,9.071,1.29,8786571378
SH600694,大商股份,17.66,0,0,0.1,1644508,28870814,0.56,8.227,11.325,5187071412
SZ000501,武商集团,10.35,0.05,0.49,0.06,4304586,44272930.78,0.56,14.008,1.546,7959074766
SZ300174,元力股份,16.84,0.09,0.54,0.01,4035200,67949144,1.3,26.286,0.598,5258002238
SH600792,云煤能源,4.12,0.17,4.3,0,16467904,67377945,1.66,,0,4078485232
SZ002542,中化岩土,2.95,0.02,0.68,0,34847557,102760294.26,2.22,,0,5326287331
SH688776,国光电气,194.68,3.24,1.69,0,820482,160348389,3.7,76.902,0.332,15071488607
SH600793,宜宾纸业,13.68,0.26,1.94,0,2929340,39886367,1.66,129.122,0,2420046747
SH600814,杭州解百,6.34,0.08,1.28,-0.02,4856894,30510092,0.68,17.634,3.013,4669262646
SZ002785,万里石,26.48,-0.04,-0.15,-0.08,1874223,49446720.34,1.12,,0,5326452000
SZ300548,博创科技,21.65,-0.04,-0.18,-0.08,4578689,99394331.12,2.13,34.659,1.228,5665606037
SZ000561,烽火电子,8.38,-0.07,-0.83,-0.12,42217804,362198382.11,7.01,47.863,0,5067321650
SH688322,奥比中光-UW,30.95,-0.53,-1.68,-0.13,1400581,43450171,4.53,,0,12380030950
SH605298,必得科技,14.21,0.14,1,-0.13,655018,9282741,1.53,31.073,2.165,1995084000
SH605138,盛泰集团,11.95,0.23,1.96,-0.14,4588169,54439301,8.26,21.231,1.808,6638942000
SZ300660,江苏雷利,28.56,-0.27,-0.94,-0.16,6674040,192032890,2.55,31.569,1.559,7486396700
SH600509,天富能源,6.39,0.26,4.24,-0.16,80731768,512917884,7.01,,0,7357541959
SZ000090,天健集团,5.55,0.08,1.46,-0.2,20179725,111086484.99,1.08,5.416,5.946,10370427159
SZ300557,理工光科,30.69,-0.14,-0.45,-0.21,610000,18854050,1.1,81.421,0.509,2187464215
SH603116,红蜻蜓,5.71,0.01,0.18,-0.24,3570060,20284258,0.62,187.398,4.378,3290106568
SH600626,申达股份,3.96,0.09,2.33,-0.24,7624591,29991496,0.89,,0.253,4387595692
SZ300233,金城医药,28.8,-0.8,-2.7,-0.27,4575632,133081553.01,1.27,47.692,0.688,11157436426
SZ002224,三力士,5.25,0,0,-0.31,29956492,157153562.46,5.52,37.361,0.381,3830366038
SZ002300,太阳电缆,7.97,0.2,2.57,-0.33,11311195,89916255.87,1.72,26.656,1.757,5233635990
SH600159,大龙地产,3.01,0.09,3.08,-0.34,19143900,56910880,2.31,96.284,1.661,2498309728
SZ002234,民和股份,17.1,-0.07,-0.41,-0.35,10165625,172965957.86,3.97,,0,5967219625
SH601939,建设银行,5.49,0.01,0.18,-0.36,44447149,243237329,0.46,4.415,6.63,1372560266398
SZ002583,海能达,5.5,-0.1,-1.79,-0.36,80962605,452547335.04,6.6,,0,9988438301
SZ300621,维业股份,9.07,0.08,0.89,-0.36,2862700,25890602,1.47,59.299,0.298,1887074269
SH600213,亚星客车,8.22,0.01,0.12,-0.36,7358401,59816157,3.34,,0,2350920000
SH605368,蓝天燃气,13.83,0.91,7.04,-0.4,12722279,173856576,7.17,12.384,3.38,6843863182
SZ002039,黔源电力,14.85,0.5,3.48,-0.41,9568642,140638366.65,2.24,15.098,0.962,6349238171
SZ002128,电投能源,14.26,0.66,4.85,-0.44,45288509,640264740.36,2.56,6.748,3.506,27401638010
SH605158,华达新材,7.53,0.3,4.15,-0.46,15703980,116654620,10.88,24.879,1.328,3850992600
SZ301233,盛帮股份,41.32,-0.24,-0.58,-0.48,441436,18298712.96,3.62,38.437,0,2126740400
SH603682,锦和商管,6.05,0.05,0.83,-0.49,6571800,39689966,3.66,23.69,3.636,2858625000
SZ002182,云海金属,22.69,0.17,0.75,-0.53,14141482,322470286.43,2.54,17.19,0.441,14667327387
SZ002876,三利谱,61.5,0.47,0.77,-0.54,6989452,430040492.87,4.7,37.118,0.482,10693923318
SZ000088,盐田港,5.24,0.12,2.34,-0.54,12219948,63722255.25,0.54,25.202,0.573,11785607554
SH601186,中国铁建,7.51,0.04,0.54,-0.55,28548808,213696241,0.25,3.944,3.276,101982356665
SH600015,华夏银行,5.22,0.07,1.36,-0.58,35058864,182068523,0.27,3.335,6.475,80321309191
SH600536,中国软件,38.15,-1.12,-2.85,-0.58,10003495,381549320,1.56,165.951,0.101,25178775564
SH600177,雅戈尔,6.37,0.01,0.16,-0.59,13256578,84463383,0.29,4.456,7.849,29486111938
SZ000523,广州浪奇,3.32,0.07,2.15,-0.6,7614108,25032306.84,0.55,3.599,0,5353234845
SH600354,敦煌种业,6.55,-0.04,-0.61,-0.61,22076900,143551179,4.18,509.43,0,3457103624
SH603815,交建股份,7.83,0.14,1.82,-0.62,12989972,101193253,4.59,28.471,1.277,4846176760
SH600708,光明地产,2.36,0.06,2.61,-0.63,21655820,50616164,0.97,153.797,0.636,5259582713
SZ002278,神开股份,5.74,0.28,5.13,-0.63,15041814,85269183.99,4.41,77.485,0.871,2088841380
SH600686,金龙汽车,6.24,0.04,0.65,-0.64,10428216,64697226,1.55,,0,4474375882
SH600649,城投控股,3.97,0.07,1.79,-0.65,19009942,74946242,0.75,13.412,2.771,10042415267
SH600816,ST安信,4.58,0.04,0.88,-0.65,18895084,85828263,0.36,,0,25048651669
SH688232,新点软件,42.56,-1.42,-3.23,-0.68,684863,29498801,0.97,24.15,1.175,14044800000
SZ300523,辰安科技,21.95,0.04,0.18,-0.68,1285010,28121068.03,0.55,,0,5106396154
SZ200037,深南电B,2.86,0,0,-0.69,187700,535265,0.07,,0,1723901025
SH601880,辽港股份,1.69,0.03,1.81,-0.75,79874859,134228888,0.42,25.358,1.598,40538141229
SZ300138,晨光生物,16.44,0.15,0.92,-0.76,5651452,92804230.03,1.32,21.722,0.791,8758804412
SH601512,中新集团,8.69,0.1,1.16,-0.77,1825100,15778769,0.23,9.001,3.51,13025354100
SZ002344,海宁皮城,4.83,-0.02,-0.41,-0.78,12456222,60207706.63,0.97,20.541,0.621,6195039917
SH603103,横店影视,13.1,-0.61,-4.45,-0.83,4143303,54696451,0.65,,0,8308020000
SH600058,五矿发展,9.19,0.06,0.66,-0.86,3712340,33986051,0.35,17.658,0,9850859434
SZ002443,金洲管道,7.49,0.46,6.54,-0.88,44987944,334067135.67,8.67,12.295,5.34,3898811045
SH601900,南方传媒,8.12,0.04,0.5,-0.92,4154428,33615433,0.46,8.99,4.064,7274517716
SH601669,中国电建,7.9,0.25,3.27,-0.93,104890787,823163823,0.95,12.442,1.26,119653677472
SZ000651,格力电器,33.36,0.34,1.03,-0.94,59118117,1964842055.06,1.06,7.493,5.995,187863695520
SZ300172,中电环保,5.36,0.12,2.29,-0.95,13037326,69482068.9,2.62,30.783,0.933,3627165600
SZ002201,正威新材,14.86,0.15,1.02,-0.96,7272382,108365404.03,1.12,256.457,0.082,9683314541
SZ300107,建新股份,6,-0.01,-0.17,-0.97,4727900,28378594,1.4,79.187,1.667,3310386408
SH600495,晋西车轴,3.99,0.07,1.79,-0.98,12930740,51435005,1.07,63.37,0.251,4820681635
SZ002855,捷荣技术,9,0.03,0.33,-0.99,10157471,90982878.58,4.13,,0,2255511618
SZ002735,王子新材,20.04,0.08,0.4,-0.99,2594800,52728984.24,1.96,42.746,0,4274239015
SH600321,正源股份,2.01,0.05,2.55,-0.99,39335700,78671763,2.6,,0,3036205500
SZ002608,江苏国信,6.93,0.17,2.51,-1,6936119,47679442.48,0.18,,0,26182092349
SH600743,华远地产,1.96,0.03,1.55,-1.01,23222989,45411674,0.99,,0,4598357713
SZ300509,新美星,6.21,0.11,1.8,-1.03,2748100,16980167,1.12,30.51,1.61,1840644000
SZ300346,南大光电,35.3,0.65,1.88,-1.04,17700660,626077999.18,3.45,98.375,0.109,19193801375
SZ000596,古井贡酒,238.91,-6.76,-2.75,-1.11,2812206,668404583.82,0.69,44.5,0.921,126287826000
SZ300627,华测导航,32.22,-0.29,-0.89,-1.11,4002852,129039570.85,0.92,53.793,0.664,17196358647
SH603320,迪贝电气,12.83,0.12,0.94,-1.12,1715200,22031416,1.32,31.814,1.559,1668127553
SZ002459,晶澳科技,65.37,-1.23,-1.85,-1.12,15884558,1050965782.64,1.48,50.823,0.163,153873740403
SZ000078,海王生物,3.49,-0.02,-0.57,-1.13,12392798,43283627.1,0.47,143.673,0,9600408067
SH603045,福达合金,16.96,-0.11,-0.64,-1.17,2300540,39280137,1.67,58.19,0,2334035200
SZ301181,标榜股份,39,-1.05,-2.62,-1.18,1465373,58338977.79,6.51,35.72,1.538,3510000000
SH601890,亚星锚链,9.13,0.55,6.41,-1.2,52577763,477167096,5.48,79.368,0.438,8759322000
SH688071,华依科技,65,4.59,7.6,-1.2,1467588,92663514,4.06,126.346,0,4734910310
SZ000589,贵州轮胎,4.97,0.01,0.2,-1.23,12420542,61691530.54,1.19,17.144,1.677,5703018113
SZ002462,嘉事堂,13.53,0.06,0.45,-1.23,1635620,22089055.8,0.65,11.335,2.735,3946797334
SH688456,有研粉材,27.91,-0.61,-2.14,-1.23,643967,18095705,1.02,36.138,0.86,2893150600
SH600615,丰华股份,8.68,0.12,1.4,-1.25,2511033,21648759,1.34,,0,1632018009
SH600467,好当家,2.8,0,0,-1.25,22477002,62617143,1.54,65.982,0.5,4090784051
SZ301306,西测测试,42.69,-0.86,-1.97,-1.25,867267,37122350.04,4.33,50.975,0,3603036000
SZ300560,中富通,13.66,-0.14,-1.01,-1.26,2806016,38245715.48,1.66,51.432,0.644,3090845632
SH603656,泰禾智能,12.19,-0.12,-0.97,-1.28,1655240,20331244,1.09,36.386,0.82,1865077314
SZ300720,海川智能,13,-0.39,-2.91,-1.28,1982040,25947893,1.15,38.795,1.538,2533404328
SH603528,多伦科技,6.9,-0.1,-1.43,-1.29,8678456,60021120,1.39,,0,4306388780
SZ002134,天津普林,9.65,0.05,0.52,-1.33,3357700,31878510,1.37,83.823,0,2372450261
SZ000031,大悦城,3.68,0.11,3.08,-1.34,15703286,57315082.36,0.39,,0,15773633088
SH603726,朗迪集团,13.54,-0.11,-0.81,-1.35,2604464,35397843,1.4,21.57,2.954,2513717248
SZ002208,合肥城建,7.56,0.13,1.75,-1.35,11423078,85958831.66,1.84,16.822,1.323,6072886719
SH688028,沃尔德,45.19,-1.73,-3.69,-1.36,1010514,45998623,1.97,95.385,0.354,4297105486
SH900916,凤凰B股,0.4,0,0,-1.38,223640,89126,0.13,15.04,2.275,206117703
SH688253,英诺特,25.7,0.05,0.19,-1.38,659599,16998315,2.31,26.231,,3496762971
SH600085,同仁堂,44.09,-0.2,-0.45,-1.39,7097219,310629910,0.52,44.9,0.658,60468123852
SZ000708,中信特钢,19.4,0.57,3.03,-1.4,7216489,136662896.86,0.57,12.983,4.124,97914582600
SZ002466,天齐锂业,105.5,0.28,0.27,-1.4,28318046,2964919278.47,1.92,14.054,0,173148877007
SZ300530,达志科技,35,2.6,8.02,-1.41,5760098,200040656.54,4.88,,0,5534880750
SH600416,湘电股份,21.58,-0.54,-2.44,-1.42,15077988,325729205,2.4,173.516,0,24923862002
SH603036,如通股份,9.77,0.58,6.31,-1.42,7762982,74837067,3.78,33.948,1.228,2018857168
SZ301208,中亦科技,45.4,0.28,0.62,-1.43,825028,36830695.37,4.95,24.48,0.793,3026668180
SH900939,汇丽B,0.622,-0.003,-0.48,-1.43,133600,83212,0.15,78.09,0,112893000
SH603777,来伊份,14.76,-0.47,-3.09,-1.47,12326860,180511584,3.66,149.671,0,4967624242
SZ002587,奥拓电子,5.3,-0.01,-0.19,-1.52,19539257,103557286.67,4.25,119.756,0.943,3455834037
SH603019,中科曙光,26.98,0.05,0.19,-1.52,12758859,340233163,0.88,30.662,0.593,39499097019
SZ300525,博思软件,15.28,-0.12,-0.78,-1.54,2080724,31801621.49,0.43,40.828,0.436,9215244645
SZ300506,名家汇,7.64,-0.23,-2.92,-1.55,10768465,83254856.35,1.88,,0,5314357787
SH603226,菲林格尔,5.57,0.05,0.91,-1.56,1711733,9478955,0.48,,0.414,1980089159
SZ002200,ST交投,7.58,0,0,-1.56,365000,2749980,0.2,,0,1395727306
SZ002712,思美传媒,4.96,0.01,0.2,-1.59,38190650,188906740.88,6.65,93.493,0,2882764340
SZ002528,英飞拓,3.66,0.02,0.55,-1.61,9988299,36421385.87,0.95,,0,4387150800
SH600565,迪马股份,2.4,0.05,2.13,-1.64,36062890,85932598,1.45,,0,5979615082
SZ002228,合兴包装,3.44,0.02,0.58,-1.64,7718440,26422227,0.63,24.466,4.36,4260892343
SH600157,永泰能源,1.79,0.07,4.07,-1.65,646647496,1143301724,2.91,28.817,0,39769797820
SZ000735,罗牛山,7.01,0.02,0.29,-1.68,12334401,85965441.93,1.07,,0,8072110182
SH600602,云赛智联,6.34,-0.04,-0.63,-1.7,5593402,35370754,0.52,37.088,0.899,8671049705
SZ000816,智慧农业,4.03,-0.02,-0.49,-1.71,16919601,68076556.04,1.26,146.873,0,5787294872
SZ002308,威创股份,4.53,0.02,0.44,-1.74,11499644,51866155.38,1.28,,0,4105152369
SH603929,亚翔集成,11.83,0.03,0.25,-1.75,2149200,25350259,1.01,58.574,0.845,2524048800
SZ002937,兴瑞科技,19.52,-0.42,-2.11,-1.76,2165800,42612061,0.75,45.511,0.921,5814090560
SH600666,*ST瑞德,1.64,0,0,-1.8,8043420,13137336,0.91,,0,2012815034
SH600836,上海易连,5.96,0.1,1.71,-1.81,3181021,18839392,0.48,117.208,0,3999476309
SH600685,中船防务,22.71,1,4.61,-1.83,11758127,264688743,1.43,166.035,0.608,32100729844
SH688529,豪森股份,29.9,0.24,0.81,-1.84,1303355,39154312,4.02,35.786,0.368,3827200000
SH600016,民生银行,3.62,0,0,-1.86,27975808,100924206,0.08,4.882,5.884,158492354977
SZ301085,亚康股份,31.59,-0.46,-1.44,-1.86,985343,31084146.67,4.93,34.531,3.957,2527200000
SH900909,华谊B股,0.661,-0.002,-0.3,-1.89,382751,253478,0.16,3.984,9.528,1408888184
SZ000402,金融街,5.52,0.13,2.41,-1.96,28877405,158019217.77,0.97,7.543,0.543,16498893087
SH603931,格林达,22.86,-0.45,-1.93,-2,2089696,47931733,1.81,26.682,0.937,4561904567
SH688333,铂力特,208.65,-4.35,-2.04,-2.04,375053,79506188,0.59,,0,16857094313
SZ002367,康力电梯,7.53,0.04,0.53,-2.08,5357370,40116184,1.02,19.198,3.984,6006324733
SZ002849,威星智能,12.55,0.51,4.24,-2.08,7025320,87802325,6.46,37.935,0.398,1660620393
SH688625,呈和科技,54.51,2.28,4.37,-2.09,609575,32938283,0.76,40.355,0.688,7268003634
SZ000882,华联股份,1.87,0.02,1.08,-2.09,27246200,50641496,1,,0,5118848141
SZ002194,武汉凡谷,10.55,0.02,0.19,-2.1,14221620,148446266.51,2.82,24.936,0.474,7184500478
SZ002713,东易日盛,6.03,-0.02,-0.33,-2.11,2888020,17381841,0.71,,0,2529807989
SH603713,密尔克卫,131.49,1.19,0.91,-2.14,1031087,135360029,0.63,39.16,0.297,21625461562
SZ301187,欧圣电气,20.45,0.5,2.51,-2.17,3531907,71665040.7,8.16,31.409,2.445,3734326667
SZ000972,ST中基,2.63,-0.01,-0.38,-2.23,2664500,6994549,0.35,,0,2028475813
SH600496,精工钢构,4.13,0.06,1.47,-2.25,19073543,78248576,0.95,11.266,0.872,8313171061
SZ002401,中远海科,9.76,0.04,0.41,-2.25,4656084,45437396.9,1.28,20.985,1.23,3631685069
SZ002816,和科达,18.23,-1.24,-6.37,-2.25,3609219,66073995.52,3.66,197.812,0,1823000000
SH600094,大名城,3.46,0.04,1.17,-2.26,9873800,33994816,0.43,,0,8564624697
SZ200058,深赛格B,1.94,0,0,-2.29,136209,262189.19,0.06,,0.635,2388529304
SZ300189,神农科技,4.68,-0.06,-1.27,-2.3,25825964,120564920.88,2.68,,0,4792320000
SZ002808,恒久科技,8,0.26,3.36,-2.32,6263052,49505761.36,3.65,,0,2150400000
SH600550,保变电气,5.46,0.05,0.92,-2.33,12591321,68518198,0.68,215.095,0,10054745501
SH601800,中国交建,8.2,0.12,1.49,-2.34,36624440,298573358,0.31,6.867,2.484,132558833685
SZ300240,飞力达,7.94,0.13,1.66,-2.34,6980109,55080240.22,1.93,24.393,0.756,2923623384
SZ000600,建投能源,4.97,0.09,1.84,-2.36,25178517,124735847.19,2.31,,0,8904383089
SZ002497,雅化集团,27.95,0.12,0.43,-2.38,18103813,504554450.21,1.75,11.229,0.107,32214122434
SZ000010,美丽生态,3.68,0.11,3.08,-2.39,15663407,56992328.89,3,156.454,0,3895987635
SZ000883,湖北能源,4.97,0.16,3.33,-2.4,28246804,139400218.34,0.43,15.209,3.018,32651661903
SH600959,江苏有线,3.19,0,0,-2.42,17978670,57150121,0.36,46.375,0.627,15952289418
SZ000677,恒天海龙,3.2,0.09,2.89,-2.44,14632382,46351823.15,1.69,36.15,0,2764729434
SH603102,百合股份,40.59,-0.14,-0.34,-2.44,297100,12064459,1.86,17.224,1.232,2597760000
SH600073,上海梅林,7.79,-0.01,-0.13,-2.46,12576634,97708940,1.34,21.917,1.284,7304912587
SH603616,韩建河山,5.88,0.13,2.26,-2.48,8465785,49543491,2.22,,0.353,2242443840
SZ002353,杰瑞股份,38.81,0.78,2.05,-2.48,4311208,166047112.78,0.69,22.072,0.433,39856043640
SZ002467,二六三,4.7,0.01,0.21,-2.49,168623590,810559267.26,12.41,312.52,0,6432475803
