股票代码,股票名称,当前价,涨跌额,涨跌幅,年初至今,成交量,成交额,换手率,市盈率(TTM),股息率,市值
SH688568,中科星图,66.57,-2.73,-3.94,-15.43,623453,41929939,0.58,72.181,0.276,16327008527
SZ002632,道明光学,6.69,0.1,1.52,-15.43,14558968,96852631.44,2.47,109.21,0.747,4178567912
SH603716,塞力医疗,12.17,0.07,0.58,-15.43,1939150,23628186,0.96,,0,2495081145
SH600839,四川长虹,2.78,0,0,-15.45,30797798,85516324,0.67,37.274,0.719,12833158937
SZ300245,天玑科技,7.77,-0.02,-0.26,-15.45,3355900,25969549,1.08,765.612,0.336,2435564721
SH600312,平高电气,7.67,0.02,0.26,-15.46,13124785,100864509,0.97,79.337,0.209,10407586440
SZ301318,维海德,54.68,1.84,3.48,-15.46,1841511,98946312.37,11.19,26.291,0.914,3795448160
SH600825,新华传媒,3.98,-0.02,-0.5,-15.47,5366888,21301440,0.51,219.033,0.251,4158653643
SZ002822,中装建设,4.9,0.08,1.66,-15.48,8099249,39439311.65,1.25,195.7,0.408,3496799794
SH603833,欧派家居,122.93,-4.78,-3.74,-15.49,1628445,201133810,0.27,28.03,1.424,74883048968
SZ002321,ST华英,2.51,-0.01,-0.4,-15.49,8879100,22221174,0.42,,0,5353554078
SZ300710,万隆光电,35.55,1.93,5.74,-15.5,3175748,111590731.41,4.85,136.923,0,3536880165
SH603722,阿科力,45.23,0.68,1.53,-15.5,481800,21815128,0.55,32.032,0.774,3977413125
SZ002028,思源电气,41.35,1.02,2.53,-15.51,5707728,235581845.51,0.96,28.765,0.484,31675869036
SH605488,福莱新材,15.22,0.29,1.94,-15.52,875142,13279728,2.01,30.152,2.266,2695871799
SH605080,浙江自然,62.73,0.85,1.37,-15.52,257300,15984049,0.77,24.736,0.717,6343483428
SH601099,太平洋,2.77,0.02,0.73,-15.55,27249391,75081663,0.4,,0,18881196345
SH600538,国发股份,5.1,0.01,0.2,-15.56,6222600,31530295,1.22,183.07,0,2673411575
SZ300349,金卡智能,10.07,-0.06,-0.59,-15.57,2206300,22337244,0.58,18.129,0.993,4320577053
SH600961,株冶集团,7.85,0.08,1.03,-15.59,2926302,22879737,0.55,32.802,0,4140544625
SH601766,中国中车,4.96,0.02,0.4,-15.6,20267358,100274016,0.08,15.072,3.629,142346365876
SZ000911,南宁糖业,9.03,0.04,0.44,-15.61,3756000,33730621,1.16,,0,3614887957
SZ002948,青岛银行,3.46,0.02,0.58,-15.62,10882437,37432277.11,0.36,6.406,4.204,20138427345
SZ200539,粤电力B,2.16,-0.01,-0.46,-15.62,510657,1101483.55,0.06,,0,11340613410
SZ002857,三晖电气,14.37,-0.49,-3.3,-15.62,1070900,15620849,0.84,103.43,0,1839360000
SH688178,万德斯,20.35,0.67,3.4,-15.63,606936,12248230,1.37,31.199,0,1729706125
SZ002502,鼎龙文化,3.67,-0.11,-2.91,-15.63,61699227,223336459.89,7.41,,0,3376380325
SZ000912,泸天化,5.28,0.08,1.54,-15.65,16301107,85631453.68,1.04,17.119,0,8279040000
SZ000616,ST海投,1.67,0.01,0.6,-15.66,7848509,13058202.94,0.55,27.613,0,2388491490
SH600511,国药股份,25.93,-0.32,-1.22,-15.66,3620993,94038070,0.65,10.573,2.7,19564262738
SH600980,北矿科技,15.21,0.06,0.4,-15.67,1673901,25566923,1.1,29.233,0.295,2813024614
SH688131,皓元医药,149.3,-3.36,-2.2,-15.68,1033750,150966879,1.72,73.172,0.254,15538966184
SZ300817,双飞股份,14.94,-0.05,-0.33,-15.7,789900,11827408,1.57,26.439,1.394,2174250470
SZ002355,兴民智通,5.15,0.07,1.38,-15.71,13669777,70265858.67,2.21,,0,3195937560
SH603037,凯众股份,16.84,0.47,2.87,-15.73,964500,16056291,0.92,26.185,3.563,1766538734
SZ300950,德固特,23.36,-0.54,-2.26,-15.74,15528172,372526191.28,25.88,71.6,0.285,3504000000
SH600721,百花医药,6.31,0.02,0.32,-15.75,2705170,17058092,0.72,117.347,0,2367097780
SZ000921,海信家电,12.57,-0.15,-1.18,-15.75,12096651,151754791.47,1.34,17.525,1.702,17129457901
SZ301003,江苏博云,26.8,-0.1,-0.37,-15.82,544610,14573273.4,1.18,19.426,3.314,2654629324
SH688136,科兴制药,23.72,-0.1,-0.42,-15.82,442171,10480439,0.68,122.064,0.422,4713179418
SH601619,嘉泽新能,4.24,0.05,1.19,-15.84,17460500,73712024,0.73,12.304,2.358,10321430054
SH603197,保隆科技,48.95,-2.03,-3.98,-15.84,4501800,221393073,2.23,48.851,0.409,10169651697
SZ002723,小崧股份,12.42,-0.21,-1.66,-15.85,4859884,60804993.84,1.58,252.437,0,3949923608
SH603020,爱普股份,11.79,-0.17,-1.42,-15.85,14598988,171608139,3.85,28.643,1.272,4518373355
SZ000597,东北制药,5.22,0.07,1.36,-15.86,12390035,64860904.25,0.93,49.164,0.254,7435280643
SZ301119,正强股份,34.71,-0.61,-1.73,-15.86,2714736,93415528.48,13.57,38.019,0.216,2776800000
SZ002928,华夏航空,10.6,0.11,1.05,-15.87,4543940,47610446.95,0.45,,0,10743817026
SH688351,C电生理-U,13.89,0.81,6.19,-15.87,21536432,312367230,34.48,,0,6536634000
SZ002038,双鹭药业,9,0,0,-15.89,2964697,26647955.76,0.35,31.914,1.111,9246150000
SZ300359,全通教育,5.03,-0.06,-1.18,-15.89,8128575,40789183,1.28,529.479,0,3187327013
SH688369,致远互联,59.13,-0.72,-1.2,-15.9,257957,15196913,0.43,38.798,0.93,4568838096
SZ002005,ST德豪,1.64,0,0,-15.9,5091600,8383042,0.29,,0,2873976767
SZ300230,永利股份,3.91,0.05,1.3,-15.91,4638996,18017077.52,0.73,16.971,0,3191365620
SH900945,ST海航B,0.206,-0.001,-0.48,-15.92,59700,12279,0.02,,0,6848015617
SH605266,健之佳,48.2,-0.99,-2.01,-15.96,704790,34135454,1.21,17.981,2.514,4783437890
SZ300182,捷成股份,5.32,-0.16,-2.92,-15.96,86323319,460446109.7,4.12,25.865,0,13698791493
SH601827,三峰环境,7.26,0.06,0.83,-15.96,2841600,20545736,0.36,11.39,3.058,12184225680
SZ300611,美力科技,9.44,-0.16,-1.67,-15.97,4851414,46068517.82,3.37,,0.467,1899817304
SZ000793,华闻集团,2.47,-0.02,-0.8,-15.99,27877898,68561842.08,1.42,438.842,0,4933196279
SZ000560,我爱我家,2.63,0.05,1.94,-16,21318001,55782232.98,0.95,,0.304,6194967238
SZ002084,海鸥住工,4.2,0.04,0.96,-16,6774659,28323103.06,1.03,59.9,0,2789480803
SZ300015,爱尔眼科,27.26,-1.46,-5.08,-16,60698021,1675305516.06,1.05,76.833,0.338,191993756991
SH900920,动力B股,0.482,-0.004,-0.82,-16.01,226144,109491,0.07,20.109,3.946,786400223
SZ002576,通达动力,13.86,-0.04,-0.29,-16.01,4610400,64487699,2.85,31.654,0.577,2288286000
SH605006,山东玻纤,9.64,0.09,0.94,-16.03,1591294,15351376,0.56,10.266,0.951,5784044267
SZ000785,居然之家,4.17,0.01,0.24,-16.04,9729267,40311690.87,0.35,12.028,3.885,27226083869
SZ002107,沃华医药,5.99,0.03,0.5,-16.06,1882760,11269281.8,0.33,29.385,4.341,3457485504
SH688313,仕佳光子,10.78,-0.08,-0.74,-16.08,6627780,71987408,2.04,69.248,0.325,4945889096
SH688106,金宏气体,22.99,0.77,3.47,-16.1,9515775,216743887,3.6,62.512,1.087,11165162470
SH603238,诺邦股份,11.13,0.07,0.63,-16.1,875450,9708107,0.5,45.334,0.539,1992136440
SH600662,外服控股,5.81,0.02,0.35,-16.12,4322293,24945689,0.41,22.725,3.442,13265954118
SZ300514,友讯达,10.51,-0.16,-1.5,-16.14,2129400,22505216,1.38,30.123,0.951,2102000000
SH600482,中国动力,16.44,0.21,1.29,-16.15,7687684,126508572,0.38,83.175,0.523,35521613971
SH605028,世茂能源,19.21,0.89,4.86,-16.15,2598300,48915998,6.5,16.372,2.603,3073600000
SZ002339,积成电子,6.9,0.06,0.88,-16.16,20489830,142647166.1,4.25,,0,3531453120
SZ000981,*ST银亿,1.69,0.01,0.6,-16.17,27642548,46470464.59,0.5,,0,16895725801
SH605086,龙高股份,19.46,0.32,1.67,-16.2,408210,7880431,0.8,28.161,1.696,2490880000
SZ300664,鹏鹞环保,5.63,0.06,1.08,-16.21,7296250,40807969.5,1.04,12.368,1.155,3993570407
SZ002980,华盛昌,24.47,-0.39,-1.57,-16.22,1337800,32996608.19,4.01,26.245,4.495,3262668298
SH688157,松井股份,101.54,-2.64,-2.53,-16.22,368838,38012885,1.05,90.358,0.364,8101104287
SZ300010,豆神教育,3.51,-0.08,-2.23,-16.23,56123007,197013231.27,6.88,,0,3047819511
SH600567,山鹰国际,2.65,0.01,0.38,-16.23,16023141,42289608,0.35,19.13,4.151,12232873377
SH605166,聚合顺,13.1,0.46,3.64,-16.23,3680800,47651745,1.96,18.282,1.566,4133665700
SH688192,迪哲医药-U,31,-0.42,-1.34,-16.24,498430,15512308,1.28,,0,12529676720
SZ300005,探路者,8.3,0.12,1.47,-16.25,7906200,65234065.5,0.89,119.863,0,7334728144
SZ001896,豫能控股,5.98,0.16,2.75,-16.25,14845388,87734775.11,1.29,,0,9124172353
SH600970,中材国际,9.31,0.03,0.32,-16.25,20764129,192943876,1.19,11.296,2.47,21093034516
SH600498,烽火通信,14.97,0.02,0.13,-16.26,9024336,134490885,0.8,56.673,0.534,17781785968
SZ300772,运达股份,22.83,0.5,2.24,-16.27,18729447,429680138.59,6.06,18.833,0.685,12379710713
SH603105,芯能科技,13.82,0.22,1.62,-16.27,9436120,130381105,1.89,53.087,0.507,6910000000
SZ300806,斯迪克,30.78,-2.14,-6.5,-16.27,3647091,114541192,2.16,40.165,0.244,9353446376
SZ002926,华西证券,8.14,0.25,3.17,-16.29,34568692,277486732.93,1.32,21.506,1.229,21367500000
SZ301037,保立佳,19.07,-0.2,-1.04,-16.3,642620,12267357.3,2.29,66.922,0.286,1912569584
SZ300863,卡倍亿,74.73,0.29,0.39,-16.31,924200,69421582.92,4.94,39.282,0.401,4127337900
SZ300050,世纪鼎利,4,-0.02,-0.5,-16.32,4787900,19140626,0.94,,0,2240146872
SZ200570,苏常柴B,2.22,0,0,-16.33,13500,29725,0.01,,1.374,1566637366
SZ000008,神州高铁,2.46,0.06,2.5,-16.33,27531575,67302753.17,1.02,,0,6840756551
SZ300237,美晨生态,2.46,0.04,1.65,-16.33,20395116,49971237.85,1.42,,0,3547110728
SH600234,科新发展,8.55,0.04,0.47,-16.34,1720300,14635519,0.85,2834.376,0,2244554319
SH603685,晨丰科技,10.35,0.18,1.77,-16.34,967440,9922065,0.57,47.256,1.159,1749166519
SZ300579,数字认证,22.52,-0.08,-0.35,-16.35,1480000,33187679.43,0.57,52.031,0.296,6080400000
SH600737,中粮糖业,7.75,0.01,0.13,-16.35,23722990,183324447,1.11,23.746,1.419,16576073767
SZ002371,北方华创,290.01,4.46,1.56,-16.37,7389433,2103654803.43,1.5,100.505,0.071,152937831166
SZ002635,安洁科技,14.03,-0.12,-0.85,-16.38,10363769,145463244.41,2.52,31.161,1.426,9585916168
SH603127,昭衍新药,68.7,-0.98,-1.41,-16.43,12361481,836045633,2.76,47.363,0.374,36698951172
SZ002361,神剑股份,4.47,0.05,1.13,-16.44,19884400,88791082,2.42,89.906,2.237,4374216599
SH603390,通达电气,7.66,0.04,0.52,-16.47,1859100,14245053,1.45,,0,2693922297
SZ300823,建科机械,18.55,0.23,1.26,-16.5,894953,16563244.86,2.34,25.394,2.884,1735521138
SZ300339,润和软件,19.01,-0.58,-2.96,-16.51,27183610,515227292.41,3.52,77.511,0,15139770087
SZ300497,富祥药业,13.63,0.21,1.56,-16.53,6031096,81218203.56,1.35,,0,7496565887
SH600623,华谊集团,7.22,0.12,1.69,-16.53,6793000,48731081,0.36,6.279,5.817,15389066098
SH601921,浙版传媒,7.72,-0.12,-1.53,-16.53,5520908,42744059,1.31,12.156,4.145,17155555562
SZ300200,高盟新材,7.69,-0.01,-0.13,-16.53,2240494,17265860.76,0.54,28.553,1.951,3272024506
SZ301058,中粮工科,16.2,0.15,0.93,-16.54,2454273,39360237.54,2.41,45.627,0.926,8298842769
SZ300475,香农芯创,23.03,-0.45,-1.92,-16.54,2138426,49921061.01,0.51,29.514,0.465,9672600000
SH600981,汇鸿集团,2.91,0.04,1.39,-16.54,11834802,34310312,0.53,,1.203,6525480589
SH601519,大智慧,6.15,0.06,0.99,-16.55,7483331,45765856,0.37,,0,12520601730
SH603326,我乐家居,8.07,0.06,0.75,-16.55,865800,6965706,0.27,,0,2546187328
SZ000566,海南海药,4.38,0.03,0.69,-16.57,9304436,40738637.32,0.8,,0,5682459252
SH603936,博敏电子,14.35,-0.23,-1.58,-16.57,15041706,219064710,2.94,36.931,0,7333023592
SH603298,杭叉集团,13.9,0.1,0.72,-16.58,1238427,17063689,0.14,14.005,2.878,12042920302
SZ002385,大北农,8.75,0.08,0.92,-16.59,76749600,665369025.81,2.35,,0,36236216214
SH688314,康拓医疗,54.19,1.63,3.1,-16.59,761604,42565844,2.97,36.547,1.144,3144536236
SZ002081,金螳螂,5.07,0.03,0.6,-16.61,17476980,88589498.42,0.66,,0,13462491103
SH603880,南卫股份,5.97,0.05,0.84,-16.62,1082901,6450631,0.37,,0,1746069780
SZ003015,日久光电,9.48,0.03,0.32,-16.62,2840616,26816598.84,1.49,39.505,2.11,2664512003
SZ002841,视源股份,67,-0.72,-1.06,-16.63,1553498,104068333.48,0.34,23.967,1.286,46633108515
SZ300144,宋城演艺,11.89,-0.16,-1.33,-16.64,14728885,174583033.51,0.64,,0.421,31088712136
SZ300120,经纬辉开,7.61,0.07,0.93,-16.65,7958400,60245932,2.07,49.886,0,3534092980
SZ300692,中环环保,7.11,0.05,0.71,-16.67,4571185,32309117.55,1.22,13.843,0.703,3012865621
SH600726,*ST华源,2.6,0.04,1.56,-16.67,6876923,17749376,0.45,,0,5113355398
SZ300365,恒华科技,8.93,-0.1,-1.11,-16.68,6897166,61511716.61,1.59,216.932,0.224,5356709338
SZ301086,鸿富瀚,68.41,1.21,1.8,-16.69,441413,29711153.43,2.94,29.145,1.462,4104600000
SH900925,机电B股,1.095,0.001,0.09,-16.69,138510,151405,0.06,12.759,3.931,1119899542
SH600378,昊华科技,39.85,1.19,3.08,-16.7,1655823,65096742,0.18,37.607,0.73,36619150650
SH603008,喜临门,32.25,-1.41,-4.19,-16.71,3661449,118713648,0.95,22.281,0.868,12494223631
SZ002222,福晶科技,15.61,-0.16,-1.01,-16.71,6050705,95037634.77,1.42,31.94,0.961,6673275000
SH603106,恒银科技,5.07,-0.03,-0.59,-16.75,2989373,15095076,0.57,,0,2639036400
SZ300063,天龙集团,4.11,-0.02,-0.48,-16.8,13535000,55508172,2.2,26.633,0,3081973715
SH603016,新宏泰,19.01,0.07,0.37,-16.81,606800,11535222,0.41,48.336,1.631,2816521600
SZ000697,炼石航空,7.17,-0.04,-0.55,-16.82,2460700,17712338,0.43,,0,4815487143
SZ301096,百诚医药,70.89,-4.34,-5.77,-16.82,2212081,158656644.87,8.54,49.42,0.846,7667935024
SH603000,人民网,11.88,-0.16,-1.33,-16.82,10514761,124502407,0.95,50.828,0.884,13135609745
SZ300542,新晨科技,12.59,0.5,4.14,-16.83,14755368,183105223.42,6.13,60.967,0.794,3777705783
SH605580,恒盛能源,12.98,0.35,2.77,-16.87,1735600,22452241,3.4,19.748,3.852,2596000000
SZ000028,国药一致,30.12,-0.28,-0.92,-16.87,1742875,52527714.91,0.47,10.16,1.992,12895184728
SH600285,羚锐制药,12.62,-0.23,-1.79,-16.88,11798158,148801958,2.11,17.365,3.962,7161332479
SH603168,莎普爱思,7.88,0.05,0.64,-16.88,1764161,13864814,0.55,57.34,0,2542028892
SZ301217,铜冠铜箔,14.2,-0.18,-1.25,-16.9,3461638,49166050.28,1.7,30.254,1.056,11772020725
SH603392,万泰生物,126.83,-2.76,-2.13,-16.91,1973255,252223964,0.9,28.78,0.106,114916947515
SH603983,丸美股份,26.28,0.22,0.84,-16.91,1529950,39627269,0.38,59.997,0.723,10549968818
SZ300176,派生科技,5.55,0.02,0.36,-16.92,2318100,12820570,0.6,,0,2149408440
SH600311,*ST荣华,1.57,0.02,1.29,-16.93,7263604,11296025,1.09,,0,1044992000
SZ300515,三德科技,10.83,-0.25,-2.26,-16.93,1296400,14133659,0.72,26.996,1.524,2229046845
SH605055,迎丰股份,6.56,0.08,1.23,-16.96,1415927,9245849,1.43,181.778,0,2886400000
SZ300883,龙利得,7.08,-0.02,-0.28,-16.97,5963275,42214724.5,2.52,61.797,0.141,2449680000
SZ300381,溢多利,9.75,-0.15,-1.52,-16.97,2747400,26890927,0.58,,1.026,4778208630
SZ002596,海南瑞泽,3.13,0.09,2.96,-16.98,29819800,92090548,2.86,,0,3591927021
SH600566,济川药业,22.85,-0.17,-0.74,-16.99,6187600,141191488,0.7,10.791,2.976,20297241209
SZ002381,双箭股份,6.49,0.02,0.31,-16.99,2169050,13977161.5,0.67,23.515,3.082,2671103993
SH688566,吉贝尔,18.69,0.04,0.21,-17.01,150109,2807705,0.19,34.469,2.568,3493938504
SZ002041,登海种业,21.37,-0.42,-1.93,-17.01,12226788,259682862.97,1.39,78.418,0.168,18805600000
SZ300656,民德电子,36.66,-1.31,-3.45,-17.01,2204584,81969365.03,1.9,69.674,0.227,5753442799
SH600326,西藏天路,5.28,0.08,1.54,-17.01,9267198,48772996,1.01,,1.515,4862279067
SZ000800,一汽解放,8.02,-0.08,-0.99,-17.01,6397850,51340325.93,0.45,46.597,8.105,37325999196
SH601011,宝泰隆,4.39,0.24,5.78,-17.01,60609155,265325138,3.78,48.557,0,8409767326
SZ300164,通源石油,4.97,0.25,5.3,-17.03,43204573,213219131.11,9.52,310.748,0,2704979153
SH603063,禾望电气,33.36,1.68,5.3,-17.03,10675500,352548619,2.43,49.799,0.209,14663799496
SZ003025,思进智能,18.91,0.02,0.11,-17.04,1549870,29289610.63,2.17,23.093,1.641,3085955047
SZ002465,海格通信,8.91,-0.14,-1.55,-17.05,32132594,287593931.36,1.42,30.625,1.684,20532637659
SH603662,柯力传感,16.1,-0.16,-0.98,-17.05,882637,14283154,0.31,17.881,1.672,4556272501
SZ002455,百川股份,10.94,0.06,0.55,-17.06,9744461,106582588.9,1.96,25.475,0.457,6489226949
SH603918,金桥信息,7.46,-0.01,-0.13,-17.1,3684270,27566949,1.01,43.034,1.622,2743952702
SZ002682,龙洲股份,4.8,0.2,4.35,-17.1,24960052,118729589.6,4.47,,0,2699369251
SZ300978,东箭科技,14.86,-0.44,-2.88,-17.11,4641101,69555907.64,3.52,63.126,0.673,6281362702
SH600429,三元股份,4.93,-0.01,-0.2,-17.12,4084497,20050481,0.27,38.91,1.001,7480217150
SZ000639,西王食品,4.21,-0.04,-0.94,-17.13,10179896,42805654.08,0.94,120.243,0,4544392280
SZ000555,神州信息,10.5,-0.12,-1.13,-17.15,4888002,51373393.72,0.5,32.686,0.384,10328363987
SZ002709,天赐材料,47.18,0.04,0.08,-17.16,19434150,919606214.81,1.4,20.963,0.53,90809510241
SZ300951,博硕科技,48.56,-0.42,-0.86,-17.18,370482,17993412.86,0.65,21.475,2.059,5827200000
SZ300832,新产业,35.96,-0.48,-1.32,-17.21,2350721,84833806.83,0.83,25.361,1.669,28269103007
SZ300521,爱司凯,11.66,-0.12,-1.02,-17.25,3136000,36854339.2,2.18,216.598,0,1679040000
SZ300651,金陵体育,22.99,-0.39,-1.67,-17.25,706933,16355688.67,0.93,217.387,0.435,2959896312
SZ002392,北京利尔,4.17,0.09,2.21,-17.26,12788400,52908367,1.45,13.072,0,4964346799
SZ002237,恒邦股份,9.63,0.07,0.73,-17.26,4483213,43126655.02,0.49,22.68,0.415,11055378672
SH605011,杭州热电,17.25,0.74,4.48,-17.26,3289495,56924148,2.72,32.715,1.043,6901725000
SH605111,新洁能,104.74,1.46,1.41,-17.26,5328867,555516436,3.75,47.411,0.368,22292893965
SZ300181,佐力药业,9.41,-0.23,-2.39,-17.27,17013740,160334603,3.35,25.148,2.125,5727159820
SZ300748,金力永磁,36.85,-0.59,-1.58,-17.29,5970887,220342434.24,0.85,44.249,0.678,30822468716
SZ300889,爱克股份,15.96,0.09,0.57,-17.29,4127007,65545240.28,4.64,25410.861,0.188,2489760000
SZ300180,华峰超纤,4.16,-0.04,-0.95,-17.3,14695069,61152675.93,1.03,,0,7326010245
SH603155,新亚强,30.23,-0.15,-0.49,-17.3,871210,26404075,1.54,18.743,2.281,6818739260
SZ300157,恒泰艾普,4.06,0.24,6.28,-17.31,45018613,181259406.48,6.45,,0,2891179823
SZ002461,珠江啤酒,7.41,-0.08,-1.07,-17.32,5103810,37847536.4,0.23,26.691,1.619,16400764037
SH601888,中国中免,180.1,-0.21,-0.12,-17.33,10936472,1939802106,0.56,44.961,0.791,370148263664
SH600435,北方导航,8.8,-0.3,-3.3,-17.36,30040447,266175913,2.02,77.799,0.284,13106016000
SZ000806,*ST银河,2.19,-0.03,-1.35,-17.36,5124400,11387911,0.73,,0,2408806759
SH601878,浙商证券,10.89,0.06,0.55,-17.37,28842364,310495378,0.74,20.653,1.561,42233258178
SZ002405,四维图新,13.15,-0.21,-1.57,-17.37,32757796,428604797.36,1.45,219.791,0.045,31332824729
SH600337,美克家居,2.9,0.02,0.69,-17.38,4858615,14050952,0.3,,0,4722148938
SH601021,春秋航空,46.91,-0.1,-0.21,-17.41,3667456,170859841,0.4,,0,42991265867
SH688285,高铁电气,8.31,0.06,0.73,-17.43,1210367,10064937,1.61,26.723,1.131,3126969177
SH600887,伊利股份,33.37,-0.53,-1.56,-17.43,41000325,1365771639,0.65,22.442,2.877,213546153262
SZ300980,祥源新材,23.02,-0.12,-0.52,-17.44,550087,12691574.04,1.08,29.417,0.865,2493831047
SH603950,长源东谷,13.89,0.06,0.43,-17.47,661800,9132285,0.75,24.207,3.11,3215840580
SZ300047,天源迪科,6.47,-0.06,-0.92,-17.47,10973226,70694665.34,2.05,146.576,0.232,4126208028
SZ300482,万孚生物,32.26,-0.41,-1.25,-17.47,5792380,187600882.9,1.76,11.419,0.93,14350308870
SZ002131,利欧股份,2.03,0.02,1,-17.48,98332968,197896123.04,1.69,,0,13712252536
SZ002149,西部材料,15.17,0.13,0.86,-17.48,9639652,146985986.06,1.97,47.99,0.659,7406210537
SZ300145,中金环境,2.69,0.01,0.37,-17.48,11900001,31896954.56,0.67,,0,5174048855
SH601868,中国能建,2.23,0.01,0.45,-17.5,110898200,247208334,0.95,13.389,1.009,92971294908
SZ301078,孩子王,13.7,-0.31,-2.21,-17.51,3795844,52211978.7,4.81,136.972,0.146,14905600000
SZ002102,ST冠福,3.25,-0.04,-1.22,-17.51,10058500,32807351,0.42,13.968,0,8559967943
SH605378,野马电池,23.4,-0.32,-1.35,-17.51,1012573,23858994,3.04,42.554,1.496,3120156000
SZ000996,中国中期,6.73,-0.01,-0.15,-17.52,3080036,20744074.93,0.89,,0,2321850000
SH605100,华丰股份,14.75,0.53,3.73,-17.53,2665492,38614239,3.47,31.366,3.148,2506497000
SZ002505,鹏都农牧,3.15,-0.03,-0.94,-17.54,45102709,141620809.45,0.71,253.892,0,20078922427
SH601138,工业富联,9.33,0.02,0.21,-17.56,13711463,126939973,0.07,9.194,5.36,185303460767
SH603896,寿仙谷,36.48,0.17,0.47,-17.56,2409751,88154297,1.22,31.573,0.859,7193782748
SH603508,思维列控,12.95,0.19,1.49,-17.57,1625587,20930755,0.43,15.51,4.679,4937503182
SZ002597,金禾实业,41.59,-0.65,-1.54,-17.58,4296654,178607845.8,0.77,14.659,1.563,23328541191
SZ000526,学大教育,15.65,-0.3,-1.88,-17.59,2851883,44684858.29,2.55,,0,1842986396
SZ300972,万辰生物,12.85,0.01,0.08,-17.61,3198694,41037167.06,4.28,50.803,1.712,1972475000
SH600200,江苏吴中,7.06,-0.02,-0.28,-17.62,5998549,42179447,0.85,,0,5029465154
SZ003041,真爱美家,16.95,0.66,4.05,-17.65,3803162,63974000.74,9.96,18.664,0.737,2034000000
SZ002206,海利得,7.19,0.28,4.05,-17.66,24357055,174455306.1,2.53,17.745,1.391,8793575958
SZ002958,青农商行,3.08,0.02,0.65,-17.67,15166550,46576039.5,0.31,5.432,3.247,17111266890
SH688173,希荻微,27.63,-0.83,-2.92,-17.69,1662476,46343163,5.07,382.887,0,11177307714
SH601005,重庆钢铁,1.72,0.02,1.18,-17.7,40542969,69316025,0.48,163.595,0,15339995899
SH688013,天臣医疗,20.72,0.38,1.87,-17.71,588495,12180421,1.54,47.131,0.952,1681544032
SZ300719,安达维尔,10.93,0.09,0.83,-17.73,2875100,31413167.5,1.59,112.2,0.183,2772883618
SH601012,隆基绿能,50.49,-0.46,-0.9,-17.73,57716395,2910545446,0.76,36.204,0.368,382795276388
SH600221,ST海航,1.53,-0.01,-0.65,-17.74,41971993,64118269,0.13,,0,50861475215
SZ300749,顶固集创,7.97,0.06,0.76,-17.75,2559000,20332323,1.64,,0,1644653734
SZ300262,巴安水务,3.15,0.08,2.61,-17.75,8027154,25147164.03,1.53,,0,2109766047
SZ300042,朗科科技,12.6,-0.08,-0.63,-17.75,1569882,19829153.56,0.9,52.234,0.397,2525040000
SZ300886,华业香料,24.91,0.06,0.24,-17.76,384958,9538302.48,1.16,94.453,0.201,1857165050
SH600376,首开股份,4.56,0.14,3.17,-17.77,12263851,55370288,0.48,,2.193,11762817504
SH600998,九州通,11.8,-0.07,-0.59,-17.77,3333503,39428832,0.18,14.31,2.542,22111659404
SZ002733,雄韬股份,19.02,0.14,0.74,-17.77,17617771,335605195.43,4.82,,0,7307767645
SZ300697,电工合金,10.17,0.03,0.3,-17.77,1761120,17860674.81,1.17,31.297,1.573,3384576000
SH600585,海螺水泥,31.01,-0.16,-0.51,-17.78,22635615,697498301,0.57,5.837,7.675,164331372975
SZ300501,海顺新材,16.05,-0.09,-0.56,-17.79,2720541,43853741.75,2.18,30.74,0.748,3106180655
SZ002310,东方园林,2.45,0.04,1.66,-17.79,24724994,60042988.48,0.95,,0,6579381910
SH600977,中国电影,10.49,-0.09,-0.85,-17.8,5055500,53023216,0.27,,0.381,19584830000
SZ000878,云南铜业,10.78,0.07,0.65,-17.8,11313894,121508411.67,0.67,16.751,1.855,18322534877
SZ000401,冀东水泥,9.17,0.11,1.21,-17.81,13491179,122453732.49,0.87,8.951,8.179,24375817061
SH603567,珍宝岛,12.46,-0.02,-0.16,-17.81,3894896,48555241,0.41,39.788,0.851,11736866356
SH605319,无锡振华,13.81,-0.06,-0.43,-17.82,453500,6274926,0.65,41.781,1.086,2762000000
SZ000513,丽珠集团,31.73,0,0,-17.83,12427051,397020588.39,2.05,17.142,4.097,29667886465
SZ300295,三六五网,9.34,-0.04,-0.43,-17.85,3655000,34025891,2.22,378.703,0,1789135207
SZ000686,东北证券,7.1,0.13,1.87,-17.85,21763570,153526893.46,0.93,14.738,1.408,16617215697
SH601156,东航物流,17.43,0,0,-17.85,8372045,144796557,1.04,6.543,3.959,27671093341
SH603079,圣达生物,14.05,0.16,1.15,-17.86,1741856,24391678,1.02,35.476,0.996,2405204860
SZ002973,侨银股份,12.31,-0.04,-0.32,-17.86,643804,7941128.64,0.6,19.276,0.812,5030647673
SZ200056,皇庭B,1.38,-0.01,-0.72,-17.86,113600,156186,0.05,,0,1620849634
SZ002797,第一创业,5.97,0.01,0.17,-17.9,29226640,174109968.19,0.71,36.851,0.67,25088328000
SH600118,中国卫星,22.22,-0.42,-1.86,-17.91,40728866,925053137,3.44,85.592,0.27,26274908580
SH603042,华脉科技,10.74,-0.05,-0.46,-17.92,3284421,35337596,2.07,,0.112,1724734882
